"","Investor_Id","Year","Percent"
"22603","224539-03",2010,10000
"22604","224539-03",2011,10000
"22605","224539-03",2012,5000
"22606","224539-03",2014,10000
"22607","224539-03",2015,10000
"22608","224547-04",2012,10000
"22609","224570-53",2018,10000
"22610","224580-79",2017,10000
"22611","224588-35",2013,10000
"22612","225210-52",2017,10000
"22613","225211-33",2018,10000
"22614","225213-58",2018,10000
"22615","225233-38",2017,10000
"22616","225233-38",2018,10000
"22617","225239-86",2017,10000
"22618","225247-87",2016,5000
"22619","225265-96",2017,10000
"22620","225268-03",2017,10000
"22621","225270-73",2018,10000
"22622","225518-32",2017,10000
"22623","225520-75",2017,2500
"22624","225521-02",2014,10000
"22625","225521-02",2015,10000
"22626","225523-72",2017,10000
"22627","225535-15",2017,10000
"22628","225535-60",2017,10000
"22629","225537-76",2018,10000
"22630","225641-35",2017,10000
"22631","225641-35",2018,5000
"22632","225697-06",2018,10000
"22633","225713-17",2014,10000
"22634","225724-15",2017,10000
"22635","225724-15",2018,10000
"22636","225732-88",2018,5000
"22637","225735-76",2017,10000
"22638","225735-76",2018,5000
"22639","225736-21",2017,3333.33333333333
"22640","225766-09",2016,5000
"22641","225766-09",2017,10000
"22642","225766-09",2018,3333.33333333333
"22643","225815-77",2018,10000
"22644","225824-23",2018,10000
"22645","225830-80",2016,10000
"22646","225832-96",2016,10000
"22647","225844-21",2017,10000
"22648","225844-30",2015,10000
"22649","225844-30",2017,10000
"22650","225845-11",2014,10000
"22651","225845-11",2015,5000
"22652","225845-11",2017,10000
"22653","225845-11",2018,10000
"22654","225858-34",2011,10000
"22655","225859-24",2018,10000
"22656","225859-33",2018,10000
"22657","225859-42",2018,10000
"22658","225863-56",2010,10000
"22659","225863-56",2014,5000
"22660","225863-56",2015,3333.33333333333
"22661","225863-56",2016,5000
"22662","225863-56",2017,1200
"22663","225863-56",2018,5000
"22664","225863-83",2016,10000
"22665","225863-83",2017,2000
"22666","225863-83",2018,3750
"22667","225866-08",2018,10000
"22668","225879-76",2017,5000
"22669","225887-23",2013,10000
"22670","225887-23",2016,10000
"22671","225887-23",2017,2500
"22672","225887-23",2018,3333.33333333333
"22673","225893-44",2013,10000
"22674","225893-44",2014,5000
"22675","225893-44",2015,10000
"22676","225905-68",2018,5000
"22677","225932-50",2018,5000
"22678","225953-47",2017,10000
"22679","225965-44",2016,5000
"22680","225965-44",2017,10000
"22681","226008-01",2017,10000
"22682","226008-01",2018,10000
"22683","226018-36",2016,10000
"22684","226034-47",2018,5000
"22685","226045-63",2018,10000
"22686","226053-19",2014,10000
"22687","226074-07",2017,10000
"22688","226083-07",2018,10000
"22689","226093-42",2018,10000
"22690","226101-34",2017,10000
"22691","226101-61",2017,10000
"22692","226111-69",2018,10000
"22693","226143-01",2018,10000
"22694","226156-24",2018,5000
"22695","226157-77",2018,10000
"22696","226161-01",1999,5000
"22697","226161-01",2000,5000
"22698","226161-01",2001,10000
"22699","226161-01",2002,10000
"22700","226161-01",2003,10000
"22701","226161-01",2004,3333.33333333333
"22702","226161-01",2005,3333.33333333333
"22703","226161-01",2006,1428.57142857143
"22704","226161-01",2007,3750
"22705","226161-01",2008,2000
"22706","226161-01",2009,5000
"22707","226161-01",2012,10000
"22708","226161-01",2015,10000
"22709","226163-53",2017,2500
"22710","226173-43",2017,10000
"22711","226202-95",2015,10000
"22712","226202-95",2017,5000
"22713","226209-88",2014,10000
"22714","226212-58",2016,3333.33333333333
"22715","226212-58",2017,2500
"22716","226212-58",2018,5555.55555555555
"22717","226214-11",2015,10000
"22718","226214-11",2017,10000
"22719","226244-80",2018,3333.33333333333
"22720","226255-51",2017,10000
"22721","226255-51",2018,10000
"22722","226300-06",2017,10000
"22723","226300-06",2018,1200
"22724","226300-69",2017,10000
"22725","226303-21",2012,5000
"22726","226303-21",2013,10000
"22727","226303-21",2014,10000
"22728","226303-21",2016,3333.33333333333
"22729","226303-21",2017,2000
"22730","226307-98",2018,10000
"22731","226326-43",2014,10000
"22732","226336-42",2004,5000
"22733","226336-42",2008,10000
"22734","226336-42",2016,10000
"22735","226338-76",2017,10000
"22736","226338-76",2018,10000
"22737","226341-64",2010,10000
"22738","226341-64",2016,10000
"22739","226341-64",2017,5000
"22740","226347-85",2018,2500
"22741","226348-48",2006,10000
"22742","226348-48",2018,10000
"22743","226350-91",2018,10000
"22744","226366-21",2018,10000
"22745","226379-89",2015,10000
"22746","226379-89",2016,5000
"22747","226389-61",2018,5000
"22748","226392-49",2015,10000
"22749","226392-49",2016,10000
"22750","226395-19",2018,10000
"22751","226446-31",2017,3600
"22752","226446-31",2018,1358.02469135802
"22753","226463-95",2018,10000
"22754","226472-59",2018,10000
"22755","226477-27",2018,10000
"22756","226477-36",2018,10000
"22757","226479-97",2018,5000
"22758","226480-78",2013,10000
"22759","226482-76",2018,5000
"22760","226486-00",2014,10000
"22761","226486-00",2017,10000
"22762","226486-54",2015,5000
"22763","226489-87",2018,3333.33333333333
"22764","226495-09",2015,10000
"22765","226521-64",2018,10000
"22766","226522-54",2018,10000
"22767","226523-26",2015,10000
"22768","226523-26",2017,2800
"22769","226523-26",2018,10000
"22770","226523-89",2017,5000
"22771","226525-87",2017,10000
"22772","226534-78",2018,3333.33333333333
"22773","226536-67",2018,10000
"22774","226546-48",2018,10000
"22775","226552-87",2017,10000
"22776","226552-87",2018,10000
"22777","226553-23",2018,10000
"22778","226559-44",1999,10000
"22779","226559-44",2000,10000
"22780","226559-44",2007,5000
"22781","226559-44",2008,5000
"22782","226559-44",2010,10000
"22783","226559-44",2011,10000
"22784","226559-44",2013,10000
"22785","226559-44",2014,10000
"22786","226559-44",2015,5000
"22787","226559-44",2016,5000
"22788","226559-44",2017,5000
"22789","226559-98",2018,10000
"22790","226560-25",2013,10000
"22791","226562-32",2017,10000
"22792","226574-38",2006,10000
"22793","226601-38",2017,3333.33333333333
"22794","226601-38",2018,10000
"22795","226602-10",2018,10000
"22796","226604-08",2012,10000
"22797","226604-98",2015,10000
"22798","226604-98",2016,10000
"22799","226604-98",2017,10000
"22800","226606-42",2017,10000
"22801","226620-55",2018,10000
"22802","226630-63",2010,10000
"22803","226649-26",2017,10000
"22804","226656-55",2016,10000
"22805","226656-55",2017,5000
"22806","226663-57",2018,10000
"22807","226679-05",2018,10000
"22808","226679-23",2018,10000
"22809","226679-41",2018,10000
"22810","226680-13",2015,10000
"22811","226680-58",2002,10000
"22812","226681-39",2018,10000
"22813","226688-23",2007,10000
"22814","226688-32",2007,10000
"22815","226690-21",2013,10000
"22816","226690-21",2014,2500
"22817","226690-21",2015,5000
"22818","226690-21",2017,2222.22222222222
"22819","226690-21",2018,10000
"22820","226708-93",2018,3333.33333333333
"22821","226728-01",2016,10000
"22822","226741-69",2018,5200
"22823","226753-84",2016,10000
"22824","226753-84",2018,10000
"22825","226760-23",2017,10000
"22826","226781-29",2018,10000
"22827","226803-34",2018,10000
"22828","226822-51",2015,10000
"22829","226822-51",2016,10000
"22830","226822-51",2017,10000
"22831","226831-42",2015,10000
"22832","226831-42",2016,10000
"22833","226831-42",2017,5000
"22834","226832-41",2018,10000
"22835","226841-23",2018,10000
"22836","226843-57",2008,10000
"22837","226843-57",2011,3333.33333333333
"22838","226843-57",2012,5000
"22839","226843-57",2013,5000
"22840","226843-57",2014,2222.22222222222
"22841","226843-57",2015,2800
"22842","226843-57",2016,10000
"22843","226843-57",2017,1666.66666666667
"22844","226843-57",2018,3333.33333333333
"22845","226855-18",2018,10000
"22846","226870-30",2018,10000
"22847","226877-32",2018,3333.33333333333
"22848","226878-04",2018,10000
"22849","226878-13",2017,10000
"22850","226878-22",2018,10000
"22851","226878-31",2018,10000
"22852","226936-18",2018,10000
"22853","226941-67",2005,10000
"22854","226941-67",2007,5000
"22855","226941-67",2010,10000
"22856","226941-67",2011,10000
"22857","226941-67",2014,3750
"22858","226941-67",2015,5000
"22859","226941-67",2016,3333.33333333333
"22860","226941-67",2017,10000
"22861","226961-38",2017,10000
"22862","226972-72",2018,10000
"22863","226974-16",2017,10000
"22864","226974-25",2017,10000
"22865","226984-24",2016,10000
"22866","226984-24",2017,2000
"22867","226984-24",2018,3333.33333333333
"22868","226988-38",2012,10000
"22869","226989-46",2018,10000
"22870","226989-55",2018,10000
"22871","226989-64",2018,10000
"22872","226990-81",2014,10000
"22873","226992-61",2011,5555.55555555555
"22874","226992-61",2012,10000
"22875","226992-61",2014,5000
"22876","226992-61",2015,5000
"22877","226992-61",2017,3333.33333333333
"22878","226992-70",2015,10000
"22879","226992-70",2017,10000
"22880","226992-70",2018,10000
"22881","226993-06",2016,10000
"22882","227004-04",2018,10000
"22883","227005-03",2018,10000
"22884","227012-05",2018,10000
"22885","227027-53",2018,10000
"22886","227028-43",2018,10000
"22887","227028-97",2016,10000
"22888","227032-66",2016,5000
"22889","227032-66",2017,5000
"22890","227032-66",2018,10000
"22891","227038-15",2016,10000
"22892","227054-89",2018,10000
"22893","227071-99",2004,10000
"22894","227074-69",2018,10000
"22895","227075-14",2017,10000
"22896","227075-41",2016,10000
"22897","227075-41",2018,10000
"22898","227075-50",2017,10000
"22899","227081-44",2017,10000
"22900","227081-44",2018,5555.55555555555
"22901","227094-04",2016,10000
"22902","227094-04",2018,10000
"22903","227101-78",2017,10000
"22904","227101-96",2017,10000
"22905","227104-66",2018,10000
"22906","227116-99",2018,5000
"22907","227119-06",2017,10000
"22908","227122-75",2017,10000
"22909","227135-17",2015,10000
"22910","227147-77",2018,10000
"22911","227151-10",2016,10000
"22912","227151-10",2017,10000
"22913","227151-10",2018,10000
"22914","227162-53",2018,10000
"22915","227174-59",2014,10000
"22916","227178-82",2018,10000
"22917","227186-92",2018,10000
"22918","227190-25",2016,10000
"22919","227190-25",2017,10000
"22920","227193-94",2016,2222.22222222222
"22921","227193-94",2017,2500
"22922","227193-94",2018,3600
"22923","227198-26",2016,10000
"22924","227223-10",2017,10000
"22925","227225-17",2015,10000
"22926","227225-17",2016,10000
"22927","227225-26",2015,10000
"22928","227230-39",2017,10000
"22929","227230-48",2017,10000
"22930","227256-85",2016,10000
"22931","227256-85",2018,10000
"22932","227260-18",2014,10000
"22933","227260-18",2015,3333.33333333333
"22934","227260-18",2016,10000
"22935","227297-08",2017,10000
"22936","227301-76",2016,10000
"22937","227301-76",2018,10000
"22938","227304-10",2018,10000
"22939","227307-34",2018,10000
"22940","227324-71",2017,10000
"22941","227325-25",2018,10000
"22942","227340-91",2018,10000
"22943","227345-86",2017,5000
"22944","227345-86",2018,3333.33333333333
"22945","227358-28",2016,10000
"22946","227375-65",2018,10000
"22947","227384-83",2018,10000
"22948","227385-55",2018,10000
"22949","227385-82",2014,10000
"22950","227385-82",2016,10000
"22951","227385-82",2018,10000
"22952","227386-27",2018,10000
"22953","227386-36",2018,10000
"22954","227386-45",2018,10000
"22955","227389-87",2018,10000
"22956","227395-27",2007,10000
"22957","227395-27",2010,5000
"22958","227395-27",2016,10000
"22959","227395-27",2017,5000
"22960","227401-39",2013,10000
"22961","227406-97",2018,10000
"22962","227408-59",2018,10000
"22963","227419-39",2012,10000
"22964","227420-83",2015,10000
"22965","227424-25",2017,10000
"22966","227424-43",2012,10000
"22967","227424-43",2013,10000
"22968","227424-43",2014,5000
"22969","227424-43",2015,2500
"22970","227424-43",2016,1836.73469387755
"22971","227424-43",2017,2500
"22972","227434-15",2016,10000
"22973","227434-51",2016,10000
"22974","227459-53",2009,10000
"22975","227478-07",2016,10000
"22976","227478-07",2017,5000
"22977","227478-07",2018,5000
"22978","227486-08",2018,10000
"22979","227489-50",2018,5000
"22980","227491-48",2018,5000
"22981","227498-41",2018,10000
"22982","227498-86",2016,10000
"22983","227498-86",2017,5000
"22984","227498-86",2018,10000
"22985","227499-04",2015,10000
"22986","227499-04",2018,10000
"22987","227499-31",2015,10000
"22988","227499-31",2016,10000
"22989","227499-49",2018,10000
"22990","227500-57",2012,10000
"22991","227500-57",2015,10000
"22992","227500-57",2016,3333.33333333333
"22993","227500-57",2017,10000
"22994","227500-57",2018,5000
"22995","227500-66",2018,10000
"22996","227513-17",2016,10000
"22997","227535-31",2018,10000
"22998","227626-75",2018,10000
"22999","227627-56",2006,10000
"23000","227629-09",2016,10000
"23001","227629-09",2018,10000
"23002","227631-43",2017,10000
"23003","227631-43",2018,10000
"23004","227646-64",2010,10000
"23005","227646-64",2015,10000
"23006","227646-64",2017,5555.55555555555
"23007","227646-73",2018,10000
"23008","227678-41",2015,10000
"23009","227679-40",2017,10000
"23010","227686-60",2017,10000
"23011","227686-60",2018,10000
"23012","227742-13",2016,10000
"23013","227750-77",2017,10000
"23014","227750-77",2018,10000
"23015","227750-86",2014,10000
"23016","227750-86",2017,5000
"23017","227750-86",2018,5000
"23018","227751-22",2018,10000
"23019","227778-67",2018,10000
"23020","227779-03",2018,10000
"23021","227783-26",2014,5000
"23022","227783-26",2015,2098.76543209876
"23023","227783-26",2016,1666.66666666667
"23024","227783-26",2017,1851.85185185185
"23025","227783-26",2018,10000
"23026","227786-41",2018,10000
"23027","227789-47",2018,10000
"23028","227789-56",2017,5000
"23029","227789-56",2018,5000
"23030","227791-36",2015,10000
"23031","227791-36",2018,10000
"23032","227799-10",2016,10000
"23033","227926-09",2018,3333.33333333333
"23034","227946-43",2018,10000
"23035","227955-61",2018,10000
"23036","227963-89",2018,10000
"23037","227965-06",2016,10000
"23038","227965-60",2017,10000
"23039","227973-97",2017,10000
"23040","227985-67",2015,10000
"23041","227985-67",2016,5555.55555555555
"23042","227985-67",2017,10000
"23043","227985-67",2018,10000
"23044","227989-27",2017,5000
"23045","227998-00",2014,10000
"23046","227999-35",2018,10000
"23047","228032-20",2017,10000
"23048","228034-36",2018,10000
"23049","228040-12",2013,10000
"23050","228062-71",2017,5000
"23051","228062-71",2018,10000
"23052","228075-76",2015,5000
"23053","228075-76",2017,5000
"23054","228075-76",2018,5000
"23055","228076-12",2018,10000
"23056","228079-99",2018,10000
"23057","228084-58",2016,10000
"23058","228084-58",2017,10000
"23059","228084-58",2018,10000
"23060","228097-45",2013,10000
"23061","228097-45",2014,10000
"23062","228097-45",2015,10000
"23063","228097-63",2015,10000
"23064","228097-63",2016,5000
"23065","228097-63",2017,3333.33333333333
"23066","228097-63",2018,1666.66666666667
"23067","228103-75",2018,10000
"23068","228110-77",2018,10000
"23069","228114-55",2018,10000
"23070","228114-64",2018,10000
"23071","228114-91",2018,10000
"23072","228115-18",2016,10000
"23073","228116-26",2018,10000
"23074","228116-44",2018,10000
"23075","228132-46",2018,10000
"23076","228156-67",2017,10000
"23077","228158-83",2014,5000
"23078","228158-83",2017,5000
"23079","228158-83",2018,10000
"23080","228169-00",2017,10000
"23081","228169-00",2018,5000
"23082","228173-05",2018,10000
"23083","228178-90",2018,10000
"23084","228179-98",2018,10000
"23085","228193-39",2017,10000
"23086","228194-56",2018,10000
"23087","228198-61",2015,10000
"23088","228198-61",2016,10000
"23089","228198-88",2015,10000
"23090","228198-88",2016,10000
"23091","228233-71",2018,10000
"23092","228234-16",2018,5555.55555555555
"23093","228235-69",2018,10000
"23094","228237-94",2018,10000
"23095","228246-04",2014,10000
"23096","228246-04",2015,10000
"23097","228252-61",2016,10000
"23098","228252-61",2017,5000
"23099","228252-61",2018,1666.66666666667
"23100","228268-09",2018,10000
"23101","228269-53",2018,10000
"23102","228272-86",2017,10000
"23103","228272-86",2018,10000
"23104","228278-62",2018,10000
"23105","228285-01",2012,10000
"23106","228285-01",2015,5000
"23107","228285-01",2016,2653.0612244898
"23108","228285-01",2017,3333.33333333333
"23109","228285-01",2018,10000
"23110","228285-10",2018,10000
"23111","228308-23",2018,10000
"23112","228314-08",2018,10000
"23113","228316-42",2018,10000
"23114","228319-66",2004,3333.33333333333
"23115","228319-66",2006,10000
"23116","228319-66",2007,2000
"23117","228319-66",2008,5555.55555555555
"23118","228319-66",2009,2000
"23119","228319-66",2010,3333.33333333333
"23120","228319-66",2011,1666.66666666667
"23121","228319-66",2012,1562.5
"23122","228319-66",2013,2000
"23123","228319-66",2014,2083.33333333333
"23124","228319-66",2015,933.333333333333
"23125","228319-66",2016,914.127423822714
"23126","228319-66",2017,1735.53719008264
"23127","228319-66",2018,3333.33333333333
"23128","228342-25",2016,10000
"23129","228363-67",2016,10000
"23130","228363-67",2017,5510.20408163265
"23131","228363-67",2018,5000
"23132","228366-82",2014,10000
"23133","228366-82",2015,10000
"23134","228366-82",2016,5000
"23135","228374-92",2018,10000
"23136","228376-63",2018,10000
"23137","228382-75",2015,10000
"23138","228382-75",2018,10000
"23139","228453-67",2018,10000
"23140","228465-19",2016,10000
"23141","228466-45",2018,10000
"23142","228475-00",2017,5000
"23143","228475-00",2018,3333.33333333333
"23144","228475-36",2017,10000
"23145","228479-77",2018,10000
"23146","228481-75",2017,10000
"23147","228482-92",2018,10000
"23148","228487-33",2018,10000
"23149","228491-74",2018,10000
"23150","228496-87",2014,10000
"23151","228496-87",2016,10000
"23152","228496-87",2017,5000
"23153","228496-87",2018,10000
"23154","228499-03",2014,10000
"23155","228542-50",2016,10000
"23156","228542-50",2017,5000
"23157","228542-59",2015,10000
"23158","228542-59",2016,10000
"23159","228542-59",2017,3333.33333333333
"23160","228547-90",2018,10000
"23161","228555-19",2017,10000
"23162","228555-19",2018,10000
"23163","228555-82",2018,10000
"23164","228561-49",2000,10000
"23165","228566-17",2016,10000
"23166","228576-52",2014,10000
"23167","228597-22",2018,10000
"23168","228598-75",2018,10000
"23169","228622-15",2018,10000
"23170","228700-63",2018,10000
"23171","228730-24",2017,10000
"23172","228730-24",2018,10000
"23173","228740-32",2018,10000
"23174","228740-86",2015,10000
"23175","228740-86",2018,10000
"23176","228759-76",2018,10000
"23177","228762-10",2017,10000
"23178","228764-44",2011,10000
"23179","228764-44",2013,10000
"23180","228767-14",2018,10000
"23181","228775-06",2016,10000
"23182","228775-06",2017,10000
"23183","228775-06",2018,10000
"23184","228792-07",2018,10000
"23185","228793-96",2017,10000
"23186","228815-56",2001,10000
"23187","228826-36",2018,10000
"23188","228851-83",2018,10000
"23189","228852-10",2018,10000
"23190","228852-55",2017,10000
"23191","228852-55",2018,10000
"23192","228871-81",2017,10000
"23193","228874-06",2015,10000
"23194","228875-32",2011,10000
"23195","228875-32",2017,5000
"23196","228879-10",2018,10000
"23197","228883-96",2018,10000
"23198","228890-53",2018,10000
"23199","228901-42",2018,5000
"23200","228919-42",2018,10000
"23201","228926-71",2018,10000
"23202","228927-43",2018,10000
"23203","228933-10",2017,5000
"23204","228933-10",2018,10000
"23205","228940-03",2018,10000
"23206","228941-02",2018,10000
"23207","228944-89",2018,5000
"23208","228948-94",2018,10000
"23209","228949-93",2018,10000
"23210","228967-66",2018,5000
"23211","228972-79",2018,10000
"23212","228973-33",2018,10000
"23213","228973-51",2018,10000
"23214","228973-69",2018,3333.33333333333
"23215","228978-37",2017,10000
"23216","228985-93",2018,10000
"23217","228986-92",2018,10000
"23218","228988-72",2018,10000
"23219","228993-40",2017,10000
"23220","228996-73",2018,10000
"23221","229010-41",2018,10000
"23222","229021-66",2017,5000
"23223","229021-66",2018,3333.33333333333
"23224","229022-56",2018,10000
"23225","229028-41",2018,10000
"23226","229075-48",2015,10000
"23227","229092-40",2010,10000
"23228","229106-08",2017,10000
"23229","229106-89",2018,10000
"23230","229111-21",2018,10000
"23231","229143-70",2017,10000
"23232","229143-70",2018,10000
"23233","229146-40",2018,10000
"23234","229147-48",2018,10000
"23235","229156-57",2013,10000
"23236","229156-57",2014,10000
"23237","229156-57",2015,10000
"23238","229156-57",2017,1562.5
"23239","229156-57",2018,2500
"23240","229173-22",2016,5555.55555555555
"23241","229173-22",2017,10000
"23242","229185-28",2018,10000
"23243","229187-89",2018,10000
"23244","229189-69",2011,10000
"23245","229204-00",2017,10000
"23246","229204-09",2017,10000
"23247","229204-18",2018,10000
"23248","229204-36",2018,10000
"23249","229212-82",2016,10000
"23250","229221-46",2015,10000
"23251","229222-81",2016,10000
"23252","229228-12",2018,10000
"23253","229229-29",2018,10000
"23254","229229-38",2018,10000
"23255","229229-83",2018,10000
"23256","229230-01",2018,10000
"23257","229249-00",2018,10000
"23258","229263-85",2018,10000
"23259","229318-03",2018,10000
"23260","229318-21",2017,10000
"23261","229318-21",2018,10000
"23262","229323-25",2018,10000
"23263","229323-43",2018,10000
"23264","229325-05",2018,10000
"23265","229328-74",2018,10000
"23266","229332-25",2015,10000
"23267","229332-52",2018,10000
"23268","229333-69",2018,10000
"23269","229345-39",2018,10000
"23270","229432-06",2014,5000
"23271","229432-06",2015,10000
"23272","229438-63",2014,10000
"23273","229438-63",2017,1666.66666666667
"23274","229448-17",2017,10000
"23275","229448-17",2018,10000
"23276","229449-61",2016,10000
"23277","229453-48",2018,10000
"23278","229467-70",2008,10000
"23279","229474-63",2018,10000
"23280","229492-63",2018,10000
"23281","229492-72",2018,10000
"23282","229519-90",2018,10000
"23283","229524-67",2015,5000
"23284","229524-67",2017,10000
"23285","229524-67",2018,10000
"23286","229524-76",2015,10000
"23287","229524-85",2015,10000
"23288","229524-94",2012,10000
"23289","229524-94",2013,10000
"23290","229524-94",2015,10000
"23291","229532-23",2018,10000
"23292","229549-87",2017,10000
"23293","229555-81",2017,10000
"23294","229559-59",2018,10000
"23295","229559-86",2018,10000
"23296","229560-13",2018,10000
"23297","229563-28",2018,10000
"23298","229565-89",2012,10000
"23299","229565-89",2013,5000
"23300","229565-89",2014,2500
"23301","229565-89",2015,5000
"23302","229565-89",2016,10000
"23303","229565-89",2017,3333.33333333333
"23304","229565-89",2018,10000
"23305","229575-97",2018,10000
"23306","229584-88",2018,10000
"23307","229593-70",2018,5000
"23308","229594-06",2017,10000
"23309","229604-59",2017,10000
"23310","229607-38",2017,10000
"23311","229614-22",2014,2500
"23312","229614-22",2015,3333.33333333333
"23313","229615-30",2014,10000
"23314","229615-30",2015,10000
"23315","229615-30",2016,10000
"23316","229615-30",2017,5000
"23317","229646-26",2018,10000
"23318","24981-04",2006,5000
"23319","24981-04",2007,10000
"23320","24981-04",2008,10000
"23321","24981-04",2009,1666.66666666667
"23322","24981-04",2010,2098.76543209876
"23323","24981-04",2011,4814.81481481481
"23324","24981-04",2012,1481.48148148148
"23325","24981-04",2013,2839.50617283951
"23326","24981-04",2014,765.30612244898
"23327","24981-04",2015,841.836734693878
"23328","24981-04",2016,1104
"23329","24981-04",2017,1377.77777777778
"23330","24981-04",2018,1604.93827160494
"23331","25038-01",2009,5000
"23332","25038-01",2010,2500
"23333","25038-01",2011,3333.33333333333
"23334","25038-01",2012,10000
"23335","25038-01",2013,5555.55555555555
"23336","25038-01",2014,5555.55555555555
"23337","25038-01",2015,3333.33333333333
"23338","25038-01",2016,3333.33333333333
"23339","25038-01",2017,3600
"23340","25038-01",2018,3333.33333333333
"23341","25038-19",2006,3333.33333333333
"23342","25038-19",2007,2222.22222222222
"23343","25038-19",2008,4400
"23344","25038-19",2009,2098.76543209876
"23345","25038-19",2010,5000
"23346","25038-19",2011,3750
"23347","25038-19",2012,5000
"23348","25038-19",2014,10000
"23349","25038-19",2015,10000
"23350","25042-51",2007,10000
"23351","25042-51",2009,10000
"23352","25042-51",2010,10000
"23353","25121-17",1990,10000
"23354","25121-17",1996,10000
"23355","25121-17",1997,10000
"23356","25121-17",1998,10000
"23357","25121-17",2000,2500
"23358","25121-17",2002,3333.33333333333
"23359","25121-17",2004,10000
"23360","25121-17",2005,10000
"23361","25121-17",2006,10000
"23362","25121-17",2007,5000
"23363","25121-17",2008,1428.57142857143
"23364","25121-17",2009,10000
"23365","25121-17",2010,5000
"23366","25121-17",2011,1666.66666666667
"23367","25121-17",2012,5000
"23368","25121-17",2013,1666.66666666667
"23369","25121-17",2014,3333.33333333333
"23370","25121-17",2015,1250
"23371","25121-17",2016,2500
"23372","25121-17",2017,2500
"23373","25121-17",2018,10000
"23374","25163-83",1995,10000
"23375","25163-83",1998,10000
"23376","25163-83",1999,3333.33333333333
"23377","25163-83",2000,2000
"23378","25163-83",2001,10000
"23379","25163-83",2002,2187.5
"23380","25163-83",2003,2777.77777777778
"23381","25163-83",2004,2000
"23382","25163-83",2005,5000
"23383","25163-83",2006,3333.33333333333
"23384","25163-83",2007,10000
"23385","25163-83",2009,2500
"23386","25163-83",2010,10000
"23387","25164-64",1999,10000
"23388","25164-64",2000,5000
"23389","25164-64",2001,5000
"23390","25164-64",2003,5000
"23391","25164-64",2004,2500
"23392","25164-64",2005,10000
"23393","25164-64",2006,10000
"23394","25164-73",2008,10000
"23395","25164-73",2011,10000
"23396","25164-82",1999,10000
"23397","25164-82",2000,10000
"23398","25168-96",2005,3333.33333333333
"23399","25168-96",2006,2000
"23400","25168-96",2007,1000
"23401","25168-96",2008,1250
"23402","25168-96",2009,2500
"23403","25168-96",2010,1851.85185185185
"23404","25168-96",2011,1479.2899408284
"23405","25168-96",2012,1111.11111111111
"23406","25168-96",2013,1111.11111111111
"23407","25168-96",2014,1487.8892733564
"23408","25168-96",2015,1040
"23409","25168-96",2016,672.153635116598
"23410","25168-96",2017,748.299319727891
"23411","25168-96",2018,10000
"23412","25197-58",1995,10000
"23413","25197-58",1997,10000
"23414","25197-58",2000,10000
"23415","25206-31",2007,10000
"23416","25206-31",2008,3333.33333333333
"23417","25206-31",2013,10000
"23418","25206-31",2015,10000
"23419","25206-31",2016,10000
"23420","25206-31",2018,10000
"23421","25255-63",2002,10000
"23422","25255-63",2005,10000
"23423","25255-63",2006,5000
"23424","25255-63",2007,3333.33333333333
"23425","25255-63",2009,1666.66666666667
"23426","25255-63",2010,1111.11111111111
"23427","25255-63",2011,1211.07266435986
"23428","25255-63",2012,1358.02469135802
"23429","25255-63",2013,1111.11111111111
"23430","25255-63",2014,887.573964497041
"23431","25255-63",2015,972.222222222222
"23432","25255-63",2016,1562.5
"23433","25255-63",2017,1562.5
"23434","25255-63",2018,2222.22222222222
"23435","25257-16",2000,5000
"23436","25257-16",2002,2500
"23437","25257-16",2004,3333.33333333333
"23438","25257-16",2005,2000
"23439","25257-16",2006,10000
"23440","25257-16",2007,10000
"23441","25257-16",2008,5000
"23442","25257-16",2009,10000
"23443","25257-16",2011,10000
"23444","25257-16",2012,10000
"23445","25257-43",1998,10000
"23446","25257-43",2000,2500
"23447","25257-43",2001,3333.33333333333
"23448","25257-43",2002,5000
"23449","25264-09",2000,10000
"23450","25264-09",2001,10000
"23451","25264-09",2002,10000
"23452","25264-09",2004,5000
"23453","25264-09",2005,2653.0612244898
"23454","25264-09",2006,4400
"23455","25264-09",2007,1562.5
"23456","25264-09",2008,1428.57142857143
"23457","25264-09",2009,2222.22222222222
"23458","25264-09",2010,3750
"23459","25264-09",2011,2777.77777777778
"23460","25264-09",2012,1358.02469135802
"23461","25264-09",2013,2800
"23462","25264-09",2014,2500
"23463","25264-09",2015,2187.5
"23464","25264-09",2016,10000
"23465","25264-09",2017,3333.33333333333
"23466","25264-09",2018,10000
"23467","25267-78",2000,10000
"23468","25267-78",2002,10000
"23469","25267-78",2003,10000
"23470","25267-78",2005,5000
"23471","25267-78",2007,3333.33333333333
"23472","25267-78",2008,5555.55555555555
"23473","25267-78",2009,5000
"23474","25267-78",2011,5000
"23475","25267-78",2012,10000
"23476","25267-78",2014,6800
"23477","25267-78",2015,10000
"23478","25267-78",2016,10000
"23479","25267-78",2017,3750
"23480","25267-78",2018,10000
"23481","25268-05",2008,10000
"23482","25268-05",2009,3750
"23483","25268-05",2010,10000
"23484","25268-05",2011,10000
"23485","25268-05",2012,3333.33333333333
"23486","25268-05",2013,10000
"23487","25268-05",2014,3333.33333333333
"23488","25268-05",2015,3750
"23489","25268-05",2016,3333.33333333333
"23490","25270-66",2002,10000
"23491","25270-66",2003,5000
"23492","25270-66",2008,10000
"23493","25270-66",2013,10000
"23494","25273-36",1995,10000
