"","Investor_Id","Year","Percent"
"5716","11163-88",2014,3750
"5717","11163-88",2015,1000
"5718","11163-88",2016,1358.02469135802
"5719","11163-88",2017,1428.57142857143
"5720","11163-88",2018,10000
"5721","111638-35",2015,10000
"5722","111638-35",2018,10000
"5723","11164-15",2000,5000
"5724","11164-15",2003,10000
"5725","11164-15",2004,10000
"5726","11164-15",2006,10000
"5727","11164-15",2008,5000
"5728","11164-33",2000,10000
"5729","11164-33",2001,2500
"5730","11164-33",2002,10000
"5731","11164-33",2003,2500
"5732","11164-33",2004,2777.77777777778
"5733","11164-33",2005,2500
"5734","11164-33",2006,2222.22222222222
"5735","11164-33",2007,5000
"5736","11164-33",2008,5000
"5737","11164-33",2009,5000
"5738","11164-33",2010,10000
"5739","11164-42",2003,5000
"5740","11164-42",2005,5000
"5741","11164-42",2007,5000
"5742","11164-42",2008,10000
"5743","11164-42",2010,10000
"5744","11164-78",2004,10000
"5745","11164-78",2005,3750
"5746","11164-78",2006,2500
"5747","11164-78",2007,1666.66666666667
"5748","11164-78",2008,2800
"5749","11164-78",2009,10000
"5750","11164-78",2011,10000
"5751","11164-78",2012,5000
"5752","11164-78",2013,5000
"5753","11164-78",2014,5000
"5754","11164-78",2015,10000
"5755","11164-78",2018,5000
"5756","11165-05",1998,10000
"5757","11165-05",1999,10000
"5758","11165-05",2002,10000
"5759","11165-05",2006,5555.55555555555
"5760","11165-05",2008,10000
"5761","11165-05",2009,5000
"5762","11165-05",2010,10000
"5763","11165-05",2011,3333.33333333333
"5764","11165-05",2012,5000
"5765","11165-05",2013,3888.88888888889
"5766","11165-05",2014,10000
"5767","11165-05",2015,2000
"5768","11165-05",2016,3333.33333333333
"5769","11165-05",2017,2800
"5770","11165-23",2002,3333.33333333333
"5771","11165-23",2003,5555.55555555555
"5772","11165-23",2004,2000
"5773","11165-23",2005,10000
"5774","11165-23",2006,2244.89795918367
"5775","11165-23",2007,5000
"5776","11165-23",2008,2222.22222222222
"5777","11165-23",2009,2098.76543209876
"5778","11165-23",2010,1875
"5779","11165-23",2011,1800
"5780","11165-23",2012,2098.76543209876
"5781","11165-23",2013,743.801652892562
"5782","11165-23",2014,859.375
"5783","11165-23",2015,842.872008324662
"5784","11165-23",2016,676.378772112383
"5785","11165-23",2017,812.854442344045
"5786","11165-23",2018,2800
"5787","11165-50",1996,10000
"5788","11165-50",1998,10000
"5789","11165-50",1999,2800
"5790","11165-50",2000,1428.57142857143
"5791","11165-50",2001,1250
"5792","11165-50",2002,1250
"5793","11165-50",2003,1093.75
"5794","11165-50",2004,1239.6694214876
"5795","11165-50",2005,858.725761772853
"5796","11165-50",2006,699.432892249527
"5797","11165-50",2007,725.326991676575
"5798","11165-50",2008,650
"5799","11165-50",2009,934.256055363322
"5800","11165-50",2010,1104
"5801","11165-50",2011,563.265306122449
"5802","11165-50",2012,630.202140309156
"5803","11165-50",2013,1034.48275862069
"5804","11165-50",2014,900
"5805","11165-50",2015,697.674418604651
"5806","11165-50",2016,962.5
"5807","11165-50",2017,761.71875
"5808","11165-50",2018,1360.94674556213
"5809","11165-59",1999,10000
"5810","11165-59",2000,10000
"5811","11165-59",2002,3333.33333333333
"5812","11165-59",2003,5555.55555555555
"5813","11165-59",2004,2244.89795918367
"5814","11165-59",2005,2800
"5815","11165-59",2006,2222.22222222222
"5816","11165-59",2007,1666.66666666667
"5817","11165-59",2008,3333.33333333333
"5818","11165-59",2009,2500
"5819","11165-59",2010,2500
"5820","11165-59",2011,10000
"5821","11165-59",2012,10000
"5822","11165-68",1996,10000
"5823","11165-68",1997,10000
"5824","11165-68",1998,10000
"5825","11165-68",1999,3333.33333333333
"5826","11165-68",2000,1666.66666666667
"5827","11165-68",2001,3750
"5828","11165-68",2002,2222.22222222222
"5829","11165-68",2003,10000
"5830","11165-68",2005,10000
"5831","11165-68",2006,10000
"5832","11165-68",2007,10000
"5833","11165-68",2011,10000
"5834","11165-68",2012,10000
"5835","11165-68",2013,10000
"5836","11165-68",2015,10000
"5837","11165-86",2000,10000
"5838","11165-86",2003,3750
"5839","11165-86",2004,3750
"5840","11165-86",2005,5000
"5841","11165-86",2008,10000
"5842","11165-86",2010,10000
"5843","11166-31",1999,10000
"5844","11166-31",2000,10000
"5845","11166-31",2001,10000
"5846","11166-31",2002,10000
"5847","11166-31",2003,10000
"5848","11166-31",2007,5000
"5849","11166-31",2008,5000
"5850","11166-31",2009,10000
"5851","11166-31",2011,5000
"5852","11166-31",2014,10000
"5853","11166-31",2016,10000
"5854","11166-40",2006,10000
"5855","11166-40",2007,5000
"5856","11166-49",1999,2222.22222222222
"5857","11166-49",2000,1666.66666666667
"5858","11166-49",2001,2500
"5859","11166-49",2002,10000
"5860","11166-49",2004,2800
"5861","11166-49",2005,918.367346938775
"5862","11166-49",2006,1388.88888888889
"5863","11166-49",2007,1072.66435986159
"5864","11166-49",2008,1604.93827160494
"5865","11166-49",2009,10000
"5866","11166-49",2010,10000
"5867","11166-49",2012,10000
"5868","11166-49",2013,10000
"5869","11166-49",2014,10000
"5870","11166-49",2015,10000
"5871","11166-58",1995,10000
"5872","11166-58",1996,5000
"5873","11166-58",1997,5000
"5874","11166-58",1998,2500
"5875","11166-58",1999,909.090909090909
"5876","11166-58",2000,1360.94674556213
"5877","11166-58",2001,933.333333333333
"5878","11166-58",2002,507.544581618656
"5879","11166-58",2003,530.612244897959
"5880","11166-58",2004,555.555555555556
"5881","11166-58",2005,475.3282028067
"5882","11166-58",2006,398.752506126086
"5883","11166-58",2007,531.286894923259
"5884","11166-58",2008,395.032368873035
"5885","11166-58",2009,344.444444444444
"5886","11166-58",2010,484.382073336351
"5887","11166-58",2011,434.007134363853
"5888","11166-58",2012,398.33531510107
"5889","11166-58",2013,517.241379310345
"5890","11166-58",2014,662.5
"5891","11166-58",2015,501.730103806228
"5892","11166-58",2016,737.240075614367
"5893","11166-58",2017,699.432892249527
"5894","11166-58",2018,1000
"5895","11166-67",2000,5555.55555555555
"5896","11166-67",2001,3333.33333333333
"5897","11166-67",2002,5000
"5898","11166-67",2003,3333.33333333333
"5899","11166-67",2004,2098.76543209876
"5900","11166-67",2005,2000
"5901","11166-67",2006,2098.76543209876
"5902","11166-67",2007,1666.66666666667
"5903","11166-67",2008,2222.22222222222
"5904","11166-67",2009,2000
"5905","11166-67",2010,1388.88888888889
"5906","11166-67",2011,2346.9387755102
"5907","11166-67",2012,2500
"5908","11166-67",2013,3333.33333333333
"5909","11166-67",2014,5000
"5910","11166-67",2015,10000
"5911","11166-67",2017,10000
"5912","11166-67",2018,10000
"5913","11166-76",2000,10000
"5914","11166-76",2001,5000
"5915","11166-76",2002,2222.22222222222
"5916","11166-76",2003,3333.33333333333
"5917","11166-76",2004,1836.73469387755
"5918","11166-76",2005,1562.5
"5919","11166-76",2006,1200
"5920","11166-76",2007,10000
"5921","11166-76",2008,1005.91715976331
"5922","11166-76",2009,1562.5
"5923","11166-76",2010,1570.2479338843
"5924","11166-76",2011,1360.94674556213
"5925","11166-76",2012,2088.88888888889
"5926","11166-76",2013,1111.11111111111
"5927","11166-76",2014,2142.85714285714
"5928","11166-76",2015,2653.0612244898
"5929","11166-76",2016,2200
"5930","11166-76",2017,1875
"5931","11167-03",2003,10000
"5932","11167-03",2004,5000
"5933","11167-03",2005,5000
"5934","11167-03",2006,10000
"5935","11167-03",2007,1562.5
"5936","11167-03",2008,2222.22222222222
"5937","11167-03",2009,2222.22222222222
"5938","11167-03",2010,1250
"5939","11167-03",2011,1562.5
"5940","11167-03",2012,10000
"5941","11167-03",2014,5555.55555555555
"5942","11167-03",2015,5000
"5943","11167-03",2016,10000
"5944","11167-48",2006,10000
"5945","11167-93",2000,3333.33333333333
"5946","11167-93",2001,10000
"5947","11167-93",2003,10000
"5948","11167-93",2004,10000
"5949","11167-93",2006,5000
"5950","11167-93",2009,10000
"5951","11167-93",2011,5000
"5952","11167-93",2013,10000
"5953","11167-93",2015,3333.33333333333
"5954","11168-02",1998,5000
"5955","11168-02",1999,5555.55555555555
"5956","11168-02",2000,2500
"5957","11168-02",2001,5000
"5958","11168-02",2002,3750
"5959","11168-02",2003,2777.77777777778
"5960","11168-02",2004,3750
"5961","11168-02",2005,2098.76543209876
"5962","11168-02",2006,3750
"5963","11168-02",2007,1666.66666666667
"5964","11168-02",2008,2800
"5965","11168-02",2009,5000
"5966","11168-02",2010,1666.66666666667
"5967","11168-02",2011,3750
"5968","11168-02",2012,2000
"5969","11168-02",2013,3333.33333333333
"5970","11168-02",2014,10000
"5971","11168-38",1999,10000
"5972","11168-38",2000,3750
"5973","11168-38",2001,5000
"5974","11168-38",2002,3333.33333333333
"5975","11168-38",2003,5000
"5976","11168-38",2004,2500
"5977","11168-38",2005,5000
"5978","11168-38",2006,10000
"5979","11168-38",2007,3750
"5980","11168-38",2008,3333.33333333333
"5981","11168-38",2009,5000
"5982","11168-38",2010,2000
"5983","11168-38",2011,10000
"5984","11168-38",2012,10000
"5985","11168-38",2015,10000
"5986","11168-47",2000,10000
"5987","11168-47",2001,10000
"5988","11168-47",2002,10000
"5989","11168-92",1995,10000
"5990","11168-92",1996,10000
"5991","11168-92",1998,10000
"5992","11168-92",2000,5000
"5993","11168-92",2001,3333.33333333333
"5994","11168-92",2002,3333.33333333333
"5995","11168-92",2003,3333.33333333333
"5996","11168-92",2004,10000
"5997","11168-92",2005,3750
"5998","11168-92",2007,10000
"5999","11169-28",2002,10000
"6000","11169-28",2005,3333.33333333333
"6001","11169-28",2006,10000
"6002","11169-28",2007,5000
"6003","11169-28",2008,3333.33333333333
"6004","11169-28",2009,1666.66666666667
"6005","11169-28",2010,3333.33333333333
"6006","11169-28",2011,1666.66666666667
"6007","11169-28",2012,3333.33333333333
"6008","11169-28",2013,3750
"6009","11169-28",2014,1836.73469387755
"6010","11169-28",2015,10000
"6011","11169-28",2016,2098.76543209876
"6012","11169-28",2017,2000
"6013","11169-28",2018,10000
"6014","11169-46",2001,10000
"6015","11169-46",2002,3333.33333333333
"6016","11169-46",2003,5000
"6017","11169-46",2004,3750
"6018","11169-46",2005,5000
"6019","11169-46",2006,10000
"6020","11169-46",2007,10000
"6021","11169-46",2009,10000
"6022","11169-46",2010,5000
"6023","11169-73",2001,10000
"6024","11169-73",2004,10000
"6025","11169-73",2005,10000
"6026","11169-73",2006,10000
"6027","11169-91",1994,10000
"6028","11169-91",1995,10000
"6029","11169-91",1996,10000
"6030","11169-91",1998,5000
"6031","11169-91",1999,10000
"6032","11169-91",2001,10000
"6033","11169-91",2002,10000
"6034","11169-91",2003,10000
"6035","11169-91",2006,10000
"6036","11169-91",2007,10000
"6037","11169-91",2009,10000
"6038","11169-91",2016,10000
"6039","11170-00",2002,10000
"6040","11170-00",2004,10000
"6041","11170-00",2005,10000
"6042","11170-00",2006,1836.73469387755
"6043","11170-00",2007,1562.5
"6044","11170-00",2008,1074.38016528926
"6045","11170-00",2009,2345.67901234568
"6046","11170-00",2010,1239.6694214876
"6047","11170-00",2011,1239.6694214876
"6048","11170-00",2012,1358.02469135802
"6049","11170-00",2013,2800
"6050","11170-00",2014,2244.89795918367
"6051","11170-00",2015,5000
"6052","11170-00",2016,5000
"6053","11170-09",2004,10000
"6054","11170-09",2005,5000
"6055","11170-09",2006,2244.89795918367
"6056","11170-09",2007,1200
"6057","11170-09",2008,1562.5
"6058","11170-09",2009,2244.89795918367
"6059","11170-09",2010,1666.66666666667
"6060","11170-09",2011,1005.91715976331
"6061","11170-09",2012,833.333333333333
"6062","11170-09",2013,816.326530612245
"6063","11170-09",2014,1045.91836734694
"6064","11170-09",2015,793.650793650794
"6065","11170-09",2016,1049.38271604938
"6066","11170-09",2017,802.469135802469
"6067","11170-09",2018,2500
"6068","11170-36",2000,10000
"6069","11170-36",2002,5000
"6070","11170-36",2003,3333.33333333333
"6071","11170-36",2004,2500
"6072","11170-36",2005,1358.02469135802
"6073","11170-36",2006,3333.33333333333
"6074","11170-36",2007,10000
"6075","11170-36",2008,1111.11111111111
"6076","11170-36",2009,2500
"6077","11170-36",2010,1358.02469135802
"6078","11170-36",2011,3333.33333333333
"6079","11170-36",2012,2222.22222222222
"6080","11170-36",2013,5000
"6081","11170-36",2014,2500
"6082","11170-36",2015,10000
"6083","11170-36",2016,10000
"6084","11170-63",2003,10000
"6085","11170-63",2004,10000
"6086","11170-63",2005,2500
"6087","11170-63",2006,2500
"6088","11170-63",2007,2000
"6089","11170-63",2008,2500
"6090","11170-63",2009,2222.22222222222
"6091","11170-63",2010,3333.33333333333
"6092","11170-63",2011,5000
"6093","11170-63",2012,2000
"6094","11170-63",2013,1875
"6095","11170-63",2014,1428.57142857143
"6096","11170-63",2015,1404.95867768595
"6097","11170-63",2016,5000
"6098","11170-63",2017,1404.95867768595
"6099","11170-63",2018,3750
"6100","11170-72",1998,10000
"6101","11170-72",1999,2000
"6102","11170-72",2000,3333.33333333333
"6103","11170-72",2001,3333.33333333333
"6104","11170-72",2002,2500
"6105","11170-72",2003,2800
"6106","11170-72",2005,3333.33333333333
"6107","11170-72",2007,3750
"6108","11170-72",2008,10000
"6109","11170-72",2009,5000
"6110","11170-72",2010,5000
"6111","11170-72",2011,10000
"6112","11170-72",2012,10000
"6113","11170-72",2013,10000
"6114","11170-72",2014,2500
"6115","11170-72",2015,10000
"6116","11170-72",2016,10000
"6117","11170-81",1994,10000
"6118","11170-81",1996,10000
"6119","11170-81",1998,10000
"6120","11170-81",1999,2500
"6121","11170-81",2000,3061.22448979592
"6122","11170-81",2001,5000
"6123","11170-81",2002,1836.73469387755
"6124","11170-81",2003,2653.0612244898
"6125","11170-81",2004,1900.82644628099
"6126","11170-81",2005,1124.26035502959
"6127","11170-81",2006,747.92243767313
"6128","11170-81",2007,679.012345679012
"6129","11170-81",2008,1000
"6130","11170-81",2009,2244.89795918367
"6131","11170-81",2010,1666.66666666667
"6132","11170-81",2011,1388.88888888889
"6133","11170-81",2012,2244.89795918367
"6134","11170-81",2013,3333.33333333333
"6135","11170-81",2014,3750
"6136","11170-81",2015,5555.55555555555
"6137","11170-81",2016,5000
"6138","11170-81",2017,5000
"6139","111700-99",2010,10000
"6140","111703-06",2010,10000
"6141","111703-06",2014,5000
"6142","111703-06",2015,5000
"6143","111703-06",2016,5000
"6144","11171-08",1994,10000
"6145","11171-08",2000,10000
"6146","11171-08",2002,5000
"6147","11171-08",2003,5000
"6148","11171-08",2004,3333.33333333333
"6149","11171-08",2005,2000
"6150","11171-08",2006,1358.02469135802
"6151","11171-08",2007,2222.22222222222
"6152","11171-08",2008,1666.66666666667
"6153","11171-08",2009,5000
"6154","11171-08",2010,10000
"6155","11171-08",2011,3333.33333333333
"6156","11171-08",2012,10000
"6157","11171-08",2013,5000
"6158","11171-08",2014,10000
"6159","11171-08",2015,5555.55555555555
"6160","11171-08",2016,5000
"6161","11171-08",2017,2800
"6162","11171-08",2018,5000
"6163","11171-17",1999,10000
"6164","11171-17",2001,10000
"6165","11171-17",2002,5000
"6166","11171-26",2002,10000
"6167","11171-26",2003,10000
"6168","11171-26",2004,10000
"6169","11171-26",2005,5000
"6170","11171-26",2006,7222.22222222222
"6171","11171-26",2008,3333.33333333333
"6172","11171-26",2009,10000
"6173","11171-26",2010,10000
"6174","11171-26",2012,10000
"6175","11171-26",2013,10000
"6176","11171-26",2014,2000
"6177","11171-26",2015,5000
"6178","11171-26",2016,3888.88888888889
"6179","11171-26",2017,6250
"6180","11171-26",2018,10000
"6181","11171-35",2001,10000
"6182","11171-35",2002,10000
"6183","11171-35",2003,3750
"6184","11171-35",2004,3333.33333333333
"6185","11171-35",2005,2222.22222222222
"6186","11171-35",2006,1604.93827160494
"6187","11171-35",2007,1604.93827160494
"6188","11171-35",2008,4400
"6189","11171-35",2009,10000
"6190","11171-35",2010,5555.55555555555
"6191","11171-35",2013,10000
"6192","11171-44",1997,10000
"6193","11171-44",1998,10000
"6194","11171-44",2001,10000
"6195","11171-44",2003,5000
"6196","11171-44",2004,2500
"6197","11171-44",2005,2800
"6198","11171-44",2006,1735.53719008264
"6199","11171-44",2007,2222.22222222222
"6200","11171-44",2008,2600
"6201","11171-44",2009,2187.5
"6202","11171-44",2010,1944.44444444444
"6203","11171-44",2011,1360.94674556213
"6204","11171-44",2012,1250
"6205","11171-44",2013,1111.11111111111
"6206","11171-44",2014,1555.55555555556
"6207","11171-44",2015,1296.2962962963
"6208","11171-44",2016,1666.66666666667
"6209","11171-44",2017,1764.70588235294
"6210","11171-44",2018,2653.0612244898
"6211","11171-53",2001,10000
"6212","11171-53",2002,5000
"6213","11171-53",2003,5000
"6214","11171-53",2005,5555.55555555555
"6215","11171-53",2006,2500
"6216","11171-53",2007,2800
"6217","11171-53",2008,2500
"6218","11171-53",2009,2222.22222222222
"6219","11171-53",2010,2000
"6220","11171-53",2011,2000
"6221","11171-53",2012,10000
"6222","11171-53",2013,1428.57142857143
"6223","11171-53",2014,1851.85185185185
"6224","11171-53",2015,2500
"6225","11171-53",2016,833.333333333333
"6226","11171-53",2017,5000
"6227","111715-57",2014,10000
"6228","111715-57",2015,10000
"6229","111715-57",2016,10000
"6230","111715-57",2017,2500
"6231","111715-57",2018,3333.33333333333
"6232","11172-25",2004,10000
"6233","11172-25",2012,5000
"6234","11172-25",2014,10000
"6235","11172-25",2015,2500
"6236","11172-25",2016,5000
"6237","11172-43",1995,2500
"6238","11172-43",1996,3750
"6239","11172-43",1997,2000
"6240","11172-43",1998,1875
"6241","11172-43",1999,887.573964497041
"6242","11172-43",2000,937.5
"6243","11172-43",2001,2000
"6244","11172-43",2002,1562.5
"6245","11172-43",2003,1111.11111111111
"6246","11172-43",2004,1666.66666666667
"6247","11172-43",2005,1428.57142857143
"6248","11172-43",2006,2222.22222222222
"6249","11172-43",2007,10000
"6250","11172-43",2008,3333.33333333333
"6251","11172-43",2010,5000
"6252","11172-43",2011,10000
"6253","11172-43",2013,10000
"6254","11172-61",1999,10000
"6255","11172-61",2000,2000
"6256","11172-61",2001,1562.5
"6257","11172-61",2002,2000
"6258","11172-61",2003,3333.33333333333
"6259","11172-61",2004,2000
"6260","11172-61",2005,1666.66666666667
"6261","11172-61",2006,2500
"6262","11172-61",2007,3333.33333333333
"6263","11172-61",2008,2000
"6264","11172-61",2009,5000
"6265","11172-61",2010,3333.33333333333
"6266","11172-61",2011,10000
"6267","11172-61",2012,2500
"6268","11172-61",2013,5000
"6269","11172-61",2014,5000
"6270","11172-61",2015,5000
"6271","11172-61",2016,10000
"6272","11172-70",2001,3333.33333333333
"6273","11172-70",2002,10000
"6274","11172-70",2003,10000
"6275","11172-70",2004,10000
"6276","11172-70",2005,10000
"6277","11172-79",2005,10000
"6278","11172-79",2006,10000
"6279","11172-79",2013,10000
"6280","111727-99",2007,10000
"6281","111727-99",2008,10000
"6282","111727-99",2009,5000
"6283","111727-99",2017,10000
"6284","111728-35",2015,10000
"6285","111728-35",2017,10000
"6286","11173-42",1995,5000
"6287","11173-42",1998,10000
"6288","11173-42",2000,10000
"6289","11173-42",2002,5000
"6290","11173-42",2003,3333.33333333333
"6291","11173-42",2004,2500
"6292","11173-42",2005,5000
"6293","11173-42",2006,2187.5
"6294","11173-42",2007,2000
"6295","11173-42",2008,3877.55102040816
"6296","11173-42",2010,10000
"6297","11173-42",2012,10000
"6298","11173-42",2013,3333.33333333333
"6299","11173-42",2014,2500
"6300","11173-42",2015,10000
"6301","11173-42",2016,2000
"6302","11173-42",2017,1836.73469387755
"6303","11173-42",2018,10000
"6304","11173-51",1999,3333.33333333333
"6305","11173-51",2000,2000
"6306","11173-51",2001,1562.5
"6307","11173-51",2002,2000
"6308","11173-51",2003,2500
"6309","11173-51",2004,2500
"6310","11173-51",2005,2000
"6311","11173-51",2006,2500
"6312","11173-51",2007,2500
"6313","11173-51",2008,5000
"6314","11173-51",2009,10000
"6315","11173-51",2010,10000
"6316","11173-60",1993,5000
"6317","11173-60",1994,5000
"6318","11173-60",1995,10000
"6319","11173-60",1996,10000
"6320","11173-60",1999,5000
"6321","11173-60",2000,2500
"6322","11173-60",2001,2653.0612244898
"6323","11173-60",2002,5555.55555555555
"6324","11173-60",2003,3333.33333333333
"6325","11173-60",2004,2500
"6326","11173-60",2005,3750
"6327","11173-60",2006,2500
"6328","11173-60",2007,5000
"6329","11173-60",2008,2222.22222222222
"6330","11173-60",2009,3750
"6331","11173-60",2010,10000
"6332","11173-60",2012,10000
"6333","11173-60",2013,10000
"6334","11173-60",2014,10000
"6335","11173-60",2017,10000
"6336","11173-69",1996,10000
"6337","11173-78",1997,10000
"6338","11173-78",1998,10000
"6339","11173-78",1999,10000
"6340","11173-78",2000,5000
"6341","11173-78",2001,10000
"6342","11173-78",2002,5555.55555555555
"6343","11173-78",2004,3600
"6344","11173-78",2005,5000
"6345","11173-78",2006,3333.33333333333
"6346","11173-78",2007,10000
"6347","11173-78",2008,10000
"6348","11173-78",2017,5000
"6349","11174-14",1993,5000
"6350","11174-14",1994,10000
"6351","11174-14",1996,5000
"6352","11174-14",1998,2500
"6353","11174-14",2000,3750
"6354","11174-14",2001,5000
"6355","11174-14",2002,3333.33333333333
"6356","11174-14",2003,5000
"6357","11174-14",2004,5000
"6358","11174-14",2005,10000
"6359","11174-14",2006,10000
"6360","11174-14",2007,1666.66666666667
"6361","11174-14",2008,1250
"6362","11174-14",2009,2222.22222222222
"6363","11174-14",2010,1124.26035502959
"6364","11174-14",2011,656
"6365","11174-14",2012,672.153635116598
"6366","11174-14",2013,426.997245179063
"6367","11174-14",2014,708.491076257436
"6368","11174-14",2015,644.897959183673
"6369","11174-14",2016,640.138408304498
"6370","11174-14",2017,541.0225921522
"6371","11174-14",2018,946.745562130178
"6372","11174-32",2000,10000
"6373","11174-32",2001,10000
"6374","11174-32",2002,3333.33333333333
"6375","11174-32",2003,3333.33333333333
"6376","11174-32",2004,5000
"6377","11174-32",2005,3750
"6378","11174-32",2006,10000
"6379","11174-32",2007,5000
"6380","11174-32",2008,10000
"6381","11174-32",2011,10000
"6382","11174-77",1996,10000
"6383","11174-77",1998,5000
"6384","11174-77",1999,3061.22448979592
"6385","11174-77",2000,1666.66666666667
"6386","11174-77",2001,2000
"6387","11174-77",2002,1239.6694214876
"6388","11174-77",2003,1242.60355029586
"6389","11174-77",2004,1360.94674556213
"6390","11174-77",2005,884.353741496599
"6391","11174-77",2006,925.925925925926
"6392","11174-77",2007,692.520775623269
"6393","11174-77",2008,737.240075614367
"6394","11174-77",2009,1428.57142857143
"6395","11174-77",2010,5000
"6396","11174-77",2011,2500
"6397","11174-77",2012,10000
"6398","11174-77",2014,5000
"6399","11174-95",2006,10000
"6400","11175-13",1997,10000
"6401","11175-13",1999,10000
"6402","11175-13",2000,5555.55555555555
"6403","11175-13",2001,2000
"6404","11175-13",2002,3333.33333333333
"6405","11175-13",2003,5000
"6406","11175-13",2004,1875
"6407","11175-13",2005,2000
"6408","11175-13",2006,2500
"6409","11175-13",2007,2000
"6410","11175-13",2008,2500
"6411","11175-13",2009,2244.89795918367
"6412","11175-13",2010,3333.33333333333
"6413","11175-13",2011,909.090909090909
"6414","11175-13",2012,918.367346938775
"6415","11175-13",2013,1280.276816609
"6416","11175-13",2014,1022.22222222222
"6417","11175-13",2015,1022.22222222222
"6418","11175-13",2016,1224.48979591837
"6419","11175-13",2017,2500
"6420","11175-13",2018,5000
"6421","11175-49",2005,10000
"6422","11175-49",2006,5000
"6423","11175-49",2007,10000
"6424","11175-49",2008,2500
"6425","11175-49",2009,3333.33333333333
"6426","11175-49",2010,10000
"6427","11175-49",2011,2000
"6428","11175-49",2012,5000
"6429","11175-49",2013,10000
"6430","11175-49",2014,10000
"6431","11175-49",2015,10000
"6432","11175-76",2000,10000
"6433","11175-76",2001,10000
"6434","11175-76",2004,10000
"6435","11175-76",2005,10000
"6436","11175-76",2006,10000
"6437","11175-94",2001,10000
"6438","11175-94",2002,5000
"6439","11175-94",2004,10000
"6440","11175-94",2005,10000
"6441","11175-94",2006,10000
"6442","11175-94",2007,10000
"6443","11175-94",2008,10000
"6444","11175-94",2011,10000
"6445","11175-94",2017,10000
"6446","11176-39",1997,10000
"6447","11176-39",1998,5555.55555555555
"6448","11176-39",2000,5000
"6449","11176-39",2001,2500
"6450","11176-39",2002,3333.33333333333
"6451","11176-39",2003,1428.57142857143
"6452","11176-39",2004,1428.57142857143
"6453","11176-39",2005,3333.33333333333
"6454","11176-39",2006,1836.73469387755
"6455","11176-39",2007,2800
"6456","11176-39",2008,2500
"6457","11176-39",2009,3333.33333333333
"6458","11176-39",2010,2800
"6459","11176-39",2011,2800
"6460","11176-39",2012,1111.11111111111
"6461","11176-39",2013,5000
"6462","11176-39",2014,2000
"6463","11176-39",2015,1666.66666666667
"6464","11176-39",2016,2500
"6465","11176-39",2017,1666.66666666667
"6466","11176-84",2001,10000
"6467","11176-84",2002,10000
"6468","111766-42",2015,10000
"6469","11177-02",1993,10000
"6470","11177-02",1999,5000
"6471","11177-02",2000,5000
"6472","11177-02",2001,10000
"6473","11177-02",2002,5000
"6474","11177-02",2004,10000
"6475","11177-02",2005,3333.33333333333
"6476","11177-02",2006,10000
"6477","11177-02",2007,2500
"6478","11177-02",2008,10000
"6479","11177-02",2010,10000
"6480","11177-02",2012,10000
"6481","11177-02",2013,10000
"6482","11177-11",1995,10000
"6483","11177-11",1997,10000
"6484","11177-11",1998,3333.33333333333
"6485","11177-11",1999,3333.33333333333
"6486","11177-11",2000,2777.77777777778
"6487","11177-11",2001,10000
"6488","11177-11",2002,2500
"6489","11177-11",2003,10000
"6490","11177-11",2004,3333.33333333333
"6491","11177-11",2005,2500
"6492","11177-11",2006,1428.57142857143
"6493","11177-11",2007,2222.22222222222
"6494","11177-11",2008,2200
"6495","11177-11",2009,5555.55555555555
"6496","11177-11",2010,10000
"6497","11177-11",2011,5000
"6498","11177-11",2012,10000
"6499","11177-11",2013,5000
"6500","11177-11",2014,10000
"6501","11177-20",1994,10000
"6502","11177-20",1995,5000
"6503","11177-20",1998,2500
"6504","11177-20",1999,3333.33333333333
"6505","11177-20",2000,1836.73469387755
"6506","11177-20",2001,2800
"6507","11177-20",2002,887.573964497041
"6508","11177-20",2003,1836.73469387755
"6509","11177-20",2004,918.367346938775
"6510","11177-20",2005,555.555555555556
"6511","11177-20",2006,661.157024793389
"6512","11177-20",2007,1360.94674556213
"6513","11177-20",2008,1851.85185185185
"6514","11177-20",2009,1250
"6515","11177-20",2010,2222.22222222222
"6516","11177-20",2011,5000
"6517","11177-20",2012,5000
"6518","11177-20",2015,10000
"6519","11177-74",2011,10000
"6520","11178-19",2001,10000
"6521","11178-19",2002,5000
"6522","11178-19",2003,10000
"6523","11178-37",2003,5000
"6524","11178-46",2000,10000
"6525","11178-46",2001,10000
"6526","11178-46",2003,5000
"6527","11178-46",2004,10000
"6528","11178-46",2005,10000
"6529","11178-46",2006,10000
"6530","11178-46",2008,10000
"6531","11178-46",2014,10000
"6532","11178-82",2002,10000
"6533","11178-82",2003,10000
"6534","11178-82",2005,10000
"6535","11178-91",1999,10000
"6536","11178-91",2000,5000
"6537","11178-91",2001,5000
"6538","11178-91",2002,2500
"6539","11178-91",2003,5000
"6540","11178-91",2004,2222.22222222222
"6541","11178-91",2005,3333.33333333333
"6542","11178-91",2006,2222.22222222222
"6543","11178-91",2007,2800
"6544","11178-91",2008,1562.5
"6545","11178-91",2009,10000
"6546","11178-91",2010,5000
"6547","11179-00",1999,5000
"6548","11179-00",2001,5000
"6549","11179-00",2002,3333.33333333333
"6550","11179-00",2003,3333.33333333333
"6551","11179-00",2004,10000
"6552","11179-00",2005,10000
"6553","11179-00",2006,5000
"6554","11179-00",2007,3333.33333333333
"6555","11179-00",2008,10000
"6556","11179-00",2009,5000
"6557","11179-09",2003,10000
