Scenario,Replication,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Value
Scenario2,4,TimePath,TimePath13,[Travelers],FlowTime,TimeOnLink,Minimum,0.00277777777777644
Scenario2,5,TimePath,TimePath13,[Travelers],FlowTime,TimeOnLink,Minimum,0.00277777777777644
Scenario2,6,TimePath,TimePath13,[Travelers],FlowTime,TimeOnLink,Minimum,0.00277777777777644
Scenario2,7,TimePath,TimePath13,[Travelers],FlowTime,TimeOnLink,Minimum,0.00277777777777644
Scenario2,8,TimePath,TimePath13,[Travelers],FlowTime,TimeOnLink,Minimum,0.00277777777777644
Scenario2,9,TimePath,TimePath13,[Travelers],FlowTime,TimeOnLink,Minimum,0.00277777777777644
Scenario2,10,TimePath,TimePath13,[Travelers],FlowTime,TimeOnLink,Minimum,0.00277777777777644
Scenario2,1,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,248
Scenario2,2,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,214
Scenario2,3,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,230
Scenario2,4,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,248
Scenario2,5,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,246
Scenario2,6,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,230
Scenario2,7,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,232
Scenario2,8,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,219
Scenario2,9,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,235
Scenario2,10,TimePath,TimePath13,[Travelers],Throughput,NumberEntered,Total,231
Scenario2,1,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,151
Scenario2,2,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,138
Scenario2,3,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,153
Scenario2,4,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,155
Scenario2,5,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,149
Scenario2,6,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,147
Scenario2,7,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,144
Scenario2,8,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,137
Scenario2,9,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,147
Scenario2,10,TimePath,TimePath13,[Travelers],Throughput,NumberExited,Total,158
Scenario2,1,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,2,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,3,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,4,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,5,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,6,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,7,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,8,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,9,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,10,TimePath,TimePath14,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,1,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,2,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,3,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,4,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,5,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,6,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,7,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,8,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,9,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,10,TimePath,TimePath14,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,1,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,2,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,3,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,4,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,5,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,6,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,7,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,8,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,9,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,10,TimePath,TimePath14,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,1,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,2,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,3,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,4,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,5,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,6,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,7,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,8,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,9,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,10,TimePath,TimePath14,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,1,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,2,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,3,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,4,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,5,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,6,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,7,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,8,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,9,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,10,TimePath,TimePath14,[Object],Costs,TotalCost,Total,0
Scenario2,1,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.0292824074074042
Scenario2,2,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.0242957565432495
Scenario2,3,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.0263888888888885
Scenario2,4,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.0282407407407374
Scenario2,5,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.0285879629629592
Scenario2,6,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.0267361111111083
Scenario2,7,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.027199074074073
Scenario2,8,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.0254629629629607
Scenario2,9,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.0266203703703696
Scenario2,10,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Average,0.026620370370368
Scenario2,1,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,2,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,3,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,4,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,5,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,6,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,7,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,8,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,9,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,10,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,1,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,2,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,3,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,4,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,5,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,6,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,7,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,8,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,9,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,10,TimePath,TimePath14,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario2,1,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.041482549122512
Scenario2,2,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.0356343711490944
Scenario2,3,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.0359916345576191
Scenario2,4,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.0327677843230662
Scenario2,5,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.0403119195472743
Scenario2,6,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.035433835123593
Scenario2,7,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.0426226172037512
Scenario2,8,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.036429364144389
Scenario2,9,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.0355776733651109
Scenario2,10,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Average,0.0357022314758738
Scenario2,1,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,2,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,3,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,4,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,5,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,6,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,7,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,8,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,9,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,10,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Maximum,1
Scenario2,1,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,2,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,3,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,4,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,5,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,6,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,7,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,8,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,9,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,10,TimePath,TimePath14,[Travelers],Content,NumberOnLink,Minimum,0
Scenario2,1,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,2,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,3,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,4,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,5,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,6,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,7,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,8,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,9,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,10,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario2,1,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,2,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,3,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,4,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,5,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,6,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,7,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,8,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,9,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,10,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario2,1,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,2,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,3,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,4,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,5,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,6,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,7,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,8,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,9,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,10,TimePath,TimePath14,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario2,1,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,2,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,3,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,4,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,5,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,6,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,7,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,8,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,9,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,10,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario2,1,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,2,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,3,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,4,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,5,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,6,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,7,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,8,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,9,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,10,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario2,1,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,2,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,3,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,4,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,5,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,6,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,7,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,8,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,9,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,10,TimePath,TimePath14,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario2,1,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.124447647367536
Scenario2,2,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.104861450418532
Scenario2,3,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.107974903672857
Scenario2,4,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.0873807581948433
Scenario2,5,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.107498452126065
Scenario2,6,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.0944902269962481
Scenario2,7,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.127867851611254
Scenario2,8,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.109288092433167
Scenario2,9,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.106733020095333
Scenario2,10,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Average,0.0952059506023302
Scenario2,1,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.239484288021888
Scenario2,2,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.164848286008244
Scenario2,3,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.137733106033268
Scenario2,4,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.114044908782247
Scenario2,5,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.161356693450628
Scenario2,6,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.147048513249924
Scenario2,7,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.211932356988701
Scenario2,8,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.18019538436657
Scenario2,9,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.180257878153729
Scenario2,10,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Maximum,0.12544590229095
Scenario2,1,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0820093627074563
Scenario2,2,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0686418096696555
Scenario2,3,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0828977217312259
Scenario2,4,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0220283892982697
Scenario2,5,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0397969596865363
Scenario2,6,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0308131072271266
Scenario2,7,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0864281337830484
Scenario2,8,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0746336333358428
Scenario2,9,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0713618227094763
Scenario2,10,TimePath,TimePath14,[Travelers],FlowTime,TimeOnLink,Minimum,0.0594703139758487
Scenario2,1,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,8
Scenario2,2,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,9
Scenario2,3,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,8
Scenario2,4,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,9
Scenario2,5,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,9
Scenario2,6,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,9
Scenario2,7,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,8
Scenario2,8,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,8
Scenario2,9,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,8
Scenario2,10,TimePath,TimePath14,[Travelers],Throughput,NumberEntered,Total,9
Scenario2,1,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,8
Scenario2,2,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,8
Scenario2,3,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,8
Scenario2,4,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,9
Scenario2,5,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,9
Scenario2,6,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,9
Scenario2,7,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,8
Scenario2,8,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,8
Scenario2,9,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,8
Scenario2,10,TimePath,TimePath14,[Travelers],Throughput,NumberExited,Total,9
Scenario2,1,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,2,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,3,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,4,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,5,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,6,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,7,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,8,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,9,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,10,TimePath,TimePath15,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario2,1,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,2,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,3,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,4,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,5,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,6,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,7,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,8,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,9,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,10,TimePath,TimePath15,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario2,1,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,2,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,3,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,4,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,5,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,6,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,7,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,8,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,9,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,10,TimePath,TimePath15,[Flow],Throughput,WeightFlowIn,Total,0
Scenario2,1,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,2,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,3,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,4,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,5,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,6,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,7,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,8,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,9,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,10,TimePath,TimePath15,[Flow],Throughput,WeightFlowOut,Total,0
Scenario2,1,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,2,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,3,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,4,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,5,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,6,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,7,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,8,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,9,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,10,TimePath,TimePath15,[Object],Costs,TotalCost,Total,0
Scenario2,1,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0324074074074041
Scenario2,2,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0324074074074041
Scenario2,3,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0324074074074041
Scenario2,4,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0340277777777744
Scenario2,5,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0356481481481448
Scenario2,6,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0349537037037003
Scenario2,7,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0324074074074041
Scenario2,8,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0324074074074041
Scenario2,9,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0324074074074041
Scenario2,10,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Average,0.0344907407407374
Scenario2,1,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,2,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario2,3,TimePath,TimePath15,[Travelers],Content,NumberAccumulated,Maximum,1
