Scenario,Replication,Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Value
Scenario1,5,Source,Source9,Processing,Costs,CostPerItem,Minimum,0
Scenario1,6,Source,Source9,Processing,Costs,CostPerItem,Minimum,0
Scenario1,7,Source,Source9,Processing,Costs,CostPerItem,Minimum,0
Scenario1,8,Source,Source9,Processing,Costs,CostPerItem,Minimum,0
Scenario1,9,Source,Source9,Processing,Costs,CostPerItem,Minimum,0
Scenario1,10,Source,Source9,Processing,Costs,CostPerItem,Minimum,0
Scenario1,1,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,2,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,3,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,4,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,5,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,6,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,7,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,8,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,9,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,10,Source,Source9,Processing,Costs,TotalCost,Total,0
Scenario1,1,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,2,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,3,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,4,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,5,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,6,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,7,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,8,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,9,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,10,Source,Source9,Processing,EntryQueue,NumberWaiting,Average,0
Scenario1,1,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,6,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,7,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,8,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,9,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,10,Source,Source9,Processing,EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,6,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,7,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,8,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,9,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,10,Source,Source9,Processing,EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,2,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,3,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,4,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,5,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,6,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,7,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,8,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,9,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,10,Source,Source9,Processing,EntryQueue,TimeWaiting,Average,0
Scenario1,1,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,6,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,7,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,8,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,9,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,10,Source,Source9,Processing,EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,6,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,7,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,8,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,9,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,10,Source,Source9,Processing,EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,2,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,3,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,4,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,5,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,6,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,7,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,8,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,9,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,10,Source,Source9,Processing,HoldingTime,TimeInStation,Average,0
Scenario1,1,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,2,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,3,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,4,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,5,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,6,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,7,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,8,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,9,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,10,Source,Source9,Processing,HoldingTime,TimeInStation,Maximum,0
Scenario1,1,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,2,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,3,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,4,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,5,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,6,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,7,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,8,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,9,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,10,Source,Source9,Processing,HoldingTime,TimeInStation,Minimum,0
Scenario1,1,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,2,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,3,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,4,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,5,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,6,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,7,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,8,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,9,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,10,Source,Source9,Processing,Throughput,NumberBalked,Total,0
Scenario1,1,Source,Source9,Processing,Throughput,NumberEntered,Total,17
Scenario1,2,Source,Source9,Processing,Throughput,NumberEntered,Total,15
Scenario1,3,Source,Source9,Processing,Throughput,NumberEntered,Total,11
Scenario1,4,Source,Source9,Processing,Throughput,NumberEntered,Total,11
Scenario1,5,Source,Source9,Processing,Throughput,NumberEntered,Total,14
Scenario1,6,Source,Source9,Processing,Throughput,NumberEntered,Total,16
Scenario1,7,Source,Source9,Processing,Throughput,NumberEntered,Total,12
Scenario1,8,Source,Source9,Processing,Throughput,NumberEntered,Total,15
Scenario1,9,Source,Source9,Processing,Throughput,NumberEntered,Total,18
Scenario1,10,Source,Source9,Processing,Throughput,NumberEntered,Total,21
Scenario1,1,Source,Source9,Processing,Throughput,NumberExited,Total,17
Scenario1,2,Source,Source9,Processing,Throughput,NumberExited,Total,15
Scenario1,3,Source,Source9,Processing,Throughput,NumberExited,Total,11
Scenario1,4,Source,Source9,Processing,Throughput,NumberExited,Total,11
Scenario1,5,Source,Source9,Processing,Throughput,NumberExited,Total,14
Scenario1,6,Source,Source9,Processing,Throughput,NumberExited,Total,16
Scenario1,7,Source,Source9,Processing,Throughput,NumberExited,Total,12
Scenario1,8,Source,Source9,Processing,Throughput,NumberExited,Total,15
Scenario1,9,Source,Source9,Processing,Throughput,NumberExited,Total,18
Scenario1,10,Source,Source9,Processing,Throughput,NumberExited,Total,21
Scenario1,1,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,2,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,3,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,4,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,5,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,6,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,7,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,8,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,9,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,10,Source,Source9,Processing,Throughput,NumberReneged,Total,0
Scenario1,1,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,2,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,3,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,4,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,5,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,6,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,7,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,8,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,9,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,10,TimePath,TimePath1,[Flow],Throughput,VolumeFlowIn,Total,0
Scenario1,1,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,2,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,3,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,4,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,5,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,6,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,7,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,8,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,9,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,10,TimePath,TimePath1,[Flow],Throughput,VolumeFlowOut,Total,0
Scenario1,1,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,2,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,3,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,4,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,5,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,6,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,7,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,8,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,9,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,10,TimePath,TimePath1,[Flow],Throughput,WeightFlowIn,Total,0
Scenario1,1,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,2,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,3,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,4,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,5,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,6,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,7,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,8,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,9,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,10,TimePath,TimePath1,[Flow],Throughput,WeightFlowOut,Total,0
Scenario1,1,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,2,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,3,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,4,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,5,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,6,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,7,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,8,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,9,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,10,TimePath,TimePath1,[Object],Costs,TotalCost,Total,0
Scenario1,1,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.0372685185185158
Scenario1,2,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.0365740740740707
Scenario1,3,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.0365740740740707
Scenario1,4,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.0365740740740707
Scenario1,5,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.0366898148148114
Scenario1,6,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.0365740740740707
Scenario1,7,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.0365740740740707
Scenario1,8,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.0379629629629602
Scenario1,9,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.03645833333333
Scenario1,10,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Average,0.0365740740740707
Scenario1,1,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,2,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,3,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,4,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,5,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,6,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,7,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,8,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,9,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,10,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Maximum,1
Scenario1,1,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,2,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,3,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,4,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,5,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,6,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,7,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,8,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,9,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,10,TimePath,TimePath1,[Travelers],Content,NumberAccumulated,Minimum,0
Scenario1,1,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.0497808763115042
Scenario1,2,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.0440483484679547
Scenario1,3,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.047269160657449
Scenario1,4,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.0412835391664718
Scenario1,5,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.0457334369655065
Scenario1,6,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.0458083343162804
Scenario1,7,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.0425163292256147
Scenario1,8,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.0501890222532699
Scenario1,9,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.046721192663432
Scenario1,10,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Average,0.0490613328098682
Scenario1,1,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,2,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,3,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,4,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,5,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,6,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,7,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,8,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,9,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,10,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Maximum,1
Scenario1,1,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,2,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,3,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,4,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,5,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,6,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,7,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,8,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,9,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,10,TimePath,TimePath1,[Travelers],Content,NumberOnLink,Minimum,0
Scenario1,1,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,2,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,3,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,4,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,5,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,6,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,7,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,8,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,9,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,10,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Average,0
Scenario1,1,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,2,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,3,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,4,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,5,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,6,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,7,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,8,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,9,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,10,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Maximum,1
Scenario1,1,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,2,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,3,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,4,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,5,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,6,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,7,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,8,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,9,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,10,TimePath,TimePath1,[Travelers],EntryQueue,NumberWaiting,Minimum,0
Scenario1,1,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,2,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,3,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,4,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,5,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,6,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,7,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,8,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,9,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,10,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Average,0
Scenario1,1,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,2,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,3,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,4,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,5,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,6,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,7,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,8,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,9,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,10,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Maximum,0
Scenario1,1,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,2,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,3,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,4,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,5,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,6,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,7,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,8,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,9,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,10,TimePath,TimePath1,[Travelers],EntryQueue,TimeWaiting,Minimum,0
Scenario1,1,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.11947410314761
Scenario1,2,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.105716036323091
Scenario1,3,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.113445985577878
Scenario1,4,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.0990804939995322
Scenario1,5,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.109760248717216
Scenario1,6,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.109940002359073
Scenario1,7,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.102039190141475
Scenario1,8,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.120453653407848
Scenario1,9,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.124589847102485
Scenario1,10,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Average,0.117747198743684
Scenario1,1,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Maximum,0.212692435258443
Scenario1,2,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Maximum,0.164014610975959
Scenario1,3,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Maximum,0.168197585151918
Scenario1,4,TimePath,TimePath1,[Travelers],FlowTime,TimeOnLink,Maximum,0.130220569402709
