Object Type,Object Name,Data Source,Category,Data Item,Statistic Type,Value
TimePath,TimePath8,[Travelers],FlowTime,TimeOnLink,Minimum,2.95562698626739E-06
TimePath,TimePath8,[Travelers],Throughput,NumberEntered,Total,131
TimePath,TimePath8,[Travelers],Throughput,NumberExited,Total,131
TimePath,TimePath9,[Travelers],Content,NumberAccumulated,Average,0.123219880138241
TimePath,TimePath9,[Travelers],Content,NumberAccumulated,Maximum,14
TimePath,TimePath9,[Travelers],Content,NumberAccumulated,Minimum,0
TimePath,TimePath9,[Travelers],Content,NumberOnLink,Average,0.128309507298474
TimePath,TimePath9,[Travelers],Content,NumberOnLink,Maximum,14
TimePath,TimePath9,[Travelers],Content,NumberOnLink,Minimum,0
TimePath,TimePath9,[Travelers],FlowTime,TimeOnLink,Average,0.0127777102703874
TimePath,TimePath9,[Travelers],FlowTime,TimeOnLink,Maximum,0.0416666666666667
TimePath,TimePath9,[Travelers],FlowTime,TimeOnLink,Minimum,2.53339707434463E-07
TimePath,TimePath9,[Travelers],Throughput,NumberEntered,Total,241
TimePath,TimePath9,[Travelers],Throughput,NumberExited,Total,241
Vehicle,E_Route_Shuttle,[Population],Capacity,ScheduledUtilization,Percent,100
Vehicle,E_Route_Shuttle,[Population],Capacity,UnitsAllocated,Total,1
Vehicle,E_Route_Shuttle,[Population],Capacity,UnitsScheduled,Average,1
Vehicle,E_Route_Shuttle,[Population],Capacity,UnitsScheduled,Maximum,1
Vehicle,E_Route_Shuttle,[Population],Capacity,UnitsScheduled,Minimum,1
Vehicle,E_Route_Shuttle,[Population],Capacity,UnitsUtilized,Average,1
Vehicle,E_Route_Shuttle,[Population],Capacity,UnitsUtilized,Maximum,1
Vehicle,E_Route_Shuttle,[Population],Capacity,UnitsUtilized,Minimum,0
Vehicle,E_Route_Shuttle[1],[Object],Travel,DistanceTraveled,Total,200407.616975586
Vehicle,E_Route_Shuttle[1],[Resource],Capacity,ScheduledUtilization,Percent,100
Vehicle,E_Route_Shuttle[1],[Resource],Capacity,UnitsAllocated,Total,1
Vehicle,E_Route_Shuttle[1],[Resource],Capacity,UnitsScheduled,Average,1
Vehicle,E_Route_Shuttle[1],[Resource],Capacity,UnitsScheduled,Maximum,1
Vehicle,E_Route_Shuttle[1],[Resource],Capacity,UnitsScheduled,Minimum,1
Vehicle,E_Route_Shuttle[1],[Resource],Capacity,UnitsUtilized,Average,1
Vehicle,E_Route_Shuttle[1],[Resource],Capacity,UnitsUtilized,Maximum,1
Vehicle,E_Route_Shuttle[1],[Resource],Capacity,UnitsUtilized,Minimum,0
Vehicle,E_Route_Shuttle[1],[Resource],ResourceState,TimeTransporting,Average,24
Vehicle,E_Route_Shuttle[1],[Resource],ResourceState,TimeTransporting,Occurrences,1
Vehicle,E_Route_Shuttle[1],[Resource],ResourceState,TimeTransporting,Percent,100
Vehicle,E_Route_Shuttle[1],[Resource],ResourceState,TimeTransporting,Total,24
Vehicle,E_Route_Shuttle[1],RideStation,Content,NumberInStation,Average,1.98463419304359
Vehicle,E_Route_Shuttle[1],RideStation,Content,NumberInStation,Maximum,15
Vehicle,E_Route_Shuttle[1],RideStation,Content,NumberInStation,Minimum,0
Vehicle,E_Route_Shuttle[1],RideStation,HoldingTime,TimeInStation,Average,0.02745315310262
Vehicle,E_Route_Shuttle[1],RideStation,HoldingTime,TimeInStation,Maximum,0.16723847882489
Vehicle,E_Route_Shuttle[1],RideStation,HoldingTime,TimeInStation,Minimum,0.00279697311294314
Vehicle,E_Route_Shuttle[1],RideStation,Throughput,NumberEntered,Total,1735
Vehicle,E_Route_Shuttle[1],RideStation,Throughput,NumberExited,Total,1735
