"unique(recommend$cust_id)"
"29568"
"29909"
"39774"
"39856"
"109693"
"109959"
"139662"
"169587"
"169648"
"199950"
"229838"
"239630"
"289975"
"289996"
"299749"
"309971"
"329968"
"339627"
"339665"
"339834"
"339918"
"340000"
"349530"
"369985"
"389613"
"399566"
"459915"
"469629"
"499639"
"509554"
"529610"
"529915"
"549975"
"550000"
"559804"
"559947"
"579923"
"579990"
"589766"
"609815"
"609881"
"619631"
"639866"
"689894"
"699812"
"709543"
"729768"
"749556"
"749639"
"769883"
"789747"
"799904"
"799924"
"819740"
"839964"
"859909"
"869947"
"879592"
"899987"
"909794"
"909861"
"919587"
"919926"
"939843"
"949967"
"969802"
"969825"
"969975"
"989587"
"989713"
"1009831"
"1009995"
"1039647"
"1049570"
"1069886"
"1079927"
"1109826"
"1109884"
"1109886"
"1129755"
"1129993"
"1139567"
"1139738"
"1149770"
"1179654"
"1179792"
"1179804"
"1209903"
"1219886"
"1229599"
"1229691"
"1239874"
"1249787"
"1249927"
"1249961"
"1259686"
"1269893"
"1279966"
"1289567"
"1309709"
"1309751"
"1309902"
"1329967"
"1339981"
"1369576"
"1369925"
"1369928"
"1399898"
"1409661"
"1429948"
"1439849"
"1459955"
"1489990"
"1499624"
"1499761"
"1499909"
"1519567"
"1529898"
"1539803"
"1539975"
"1549549"
"1569894"
"1579841"
"1589813"
"1599627"
"1609678"
"1609938"
"1619556"
"1619818"
"1629576"
"1629937"
"1639780"
"1649869"
"1649886"
"1659549"
"1710000"
"1749580"
"1799643"
"1799957"
"1819868"
"1829913"
"1839669"
"1839834"
"1839965"
"1849794"
"1879807"
"1880000"
"1889991"
"1899550"
"1919647"
"1949610"
"1979557"
"1979644"
"1979728"
"1999549"
"1999671"
"2009681"
"2009974"
"2029760"
"2039621"
"2049833"
"2049977"
"2059893"
"2089808"
"2089964"
"2109544"
"2129768"
"2139816"
"2159905"
"2169803"
"2199832"
"2199862"
"2199975"
"2209804"
"2239835"
"2249699"
"2259776"
"2259992"
"2269534"
"2269804"
"2339637"
"2369804"
"2389788"
"2389794"
"2389823"
"2389837"
"2389981"
"2409947"
"2439937"
"2469932"
"2499933"
"2539599"
"2539850"
"2559894"
"2569835"
"2569933"
"2589576"
"2589965"
"2609983"
"2619622"
"2629968"
"2639965"
"2649914"
"2649945"
"2679888"
"2689745"
"2689758"
