253,1.5,0.237281904,882,1,1,1,1,1,1,0,0,1,3,59684
214,1.5,0.174931124,864,1,0,0,1,1,0,1,0,1,3,49087
162,2.5,0.477502286,1456,1,1,1,1,1,1,1,0,0,3,115035
142,2.5,0.165289253,960,1,1,0,1,1,0,1,0,1,4,62052
137,1.5,0.206611574,1152,1,1,1,1,1,1,1,0,0,3,83194
73,2.5,0.514233232,660,1,1,1,1,1,1,1,0,1,5,101800
270,1.5,0.229683191,1144,1,1,1,1,1,1,1,0,1,3,72169
65,1,0.151515156,988,1,1,0,1,0,0,0,1,1,-4,60249
139,1,0.220385671,1000,1,1,0,1,1,0,1,0,1,3,53559
148,2.5,0.206611574,960,1,1,1,1,1,1,1,0,0,5,115505
153,1.5,0.222451791,1008,1,1,1,1,1,1,1,0,0,3,65455
86,2.5,0.21372819,1196,1,1,1,1,1,0,1,0,0,3,75452
172,1.5,0.160146922,960,1,1,1,1,1,1,1,0,0,3,55600
321,1.5,0.192837462,672,1,1,0,1,1,1,0,0,0,3,57412
118,1,0.247658402,1056,1,1,0,1,1,0,0,0,0,3,65566
155,1,0.265151501,924,1,1,1,1,0,1,0,0,1,3,77338
141,2.5,2.5,952,1,1,1,1,1,1,1,0,0,3,130194
92,1.5,0.133149684,1104,1,0,0,0,0,1,1,0,1,4,50078
148,1,0.117630854,925,0,0,0,1,0,0,1,0,1,3,41690
95,2,0.24793388,1248,1,0,1,1,1,1,1,0,0,3,58821
101,3,0.192837462,1400,1,1,1,1,1,1,1,1,0,4,107429
97,1.5,0.179292932,1248,1,1,1,1,1,1,1,0,0,3,76176
315,3.5,4.132231236,1394,1,1,1,1,1,1,1,0,0,4,222680
92,2.5,1.078971505,2232,1,1,1,1,1,1,1,0,1,3,118496
76,2,0.210674927,1092,1,1,0,1,1,1,1,0,0,3,69090
244,1.5,0.148760334,1025,1,1,1,1,1,1,1,0,0,3,53052
118,1,0.196051419,1040,1,1,0,1,0,1,0,0,1,3,59560
125,1.5,0.205922872,988,1,1,1,1,1,1,1,0,0,3,52800
95,2.5,0.23140496,864,1,1,1,1,1,1,1,0,0,4,114359
93,3,0.256198347,1248,1,1,1,1,1,1,1,0,0,4,86086
93,2,0.246786043,960,1,1,1,1,1,1,1,0,0,3,67625
104,2,0.332644641,1800,1,1,0,1,1,1,1,0,0,4,118800
151,2,0.164141417,1092,1,1,0,1,1,1,1,0,0,3,73511
125,1.5,0.192837462,864,1,0,0,0,0,0,1,0,0,3,53631
135,1.5,1.210000038,2176,1,1,1,1,1,1,1,1,0,3,91985
76,1.5,0.194444448,544,1,0,1,1,1,1,0,0,0,3,74025
112,2,0.40036732,1064,1,1,1,1,1,1,1,0,1,3,68911
123,1,0.143480256,616,1,1,0,1,1,1,0,0,0,3,68257
154,2,0.285123974,1092,1,1,1,1,1,1,1,0,1,3,78327
78,1,0.184802577,900,1,1,0,1,0,0,1,0,0,3,62351
103,1.5,0.229797974,912,1,1,0,1,0,0,1,0,1,3,64990
126,1,0.178719014,1292,1,1,0,1,1,1,0,1,1,2,64278
106,2,0.258264452,650,1,1,1,1,0,1,1,0,1,3,73532
112,2.5,0.450757563,1056,1,1,1,1,1,1,1,1,0,4,156749
155,2,0.165289253,960,1,0,0,1,0,0,1,0,1,3,62938
102,1,0.146212116,868,1,1,0,1,1,1,0,1,0,2,53561
239,1.5,0.164141417,960,1,1,0,1,1,0,1,0,1,3,60293
92,1,0.078971535,925,1,0,0,1,0,1,0,0,0,4,50065
107,1,0.143480256,840,1,0,0,1,0,0,0,0,1,2,35143
121,1.5,0.218549132,768,1,1,0,1,1,1,1,0,1,3,65332
121,2.5,0.171602383,1008,1,0,1,0,0,0,1,0,1,4,70350
128,2,0.164141417,1196,1,1,0,1,1,1,1,0,0,3,61431
221,1.5,0.282369137,1120,1,1,1,1,1,1,1,0,1,2,51175
95,2.5,0.186524332,1520,1,1,1,1,1,1,1,1,0,3,98819
247,1.5,0.181818187,736,1,0,1,1,1,1,0,0,0,3,114543
94,3,0.22635445,1248,1,1,1,1,1,1,1,0,0,3,76718
99,2,0.261707991,1260,1,1,1,1,1,1,1,0,0,5,139021
79,1,0.143480256,672,1,1,0,0,0,1,0,0,0,3,57553
99,1,0.192837462,864,1,1,0,1,0,0,0,0,0,2,53880
86,2,0.235078052,624,1,1,1,1,1,1,1,0,0,3,93243
84,1,0.15495868,946,1,0,1,1,0,0,0,0,1,3,57304
135,1,0.131129473,672,1,1,0,1,0,1,1,0,0,3,47738
118,2,0.172176302,960,1,0,0,0,0,1,0,0,1,3,68985
245,1.5,0.206611574,1040,1,1,0,1,1,1,1,0,0,3,55069
97,3,0.220385671,1196,1,1,1,1,1,0,1,1,1,5,91940
153,1,0.139921948,936,1,0,1,0,1,1,1,0,1,3,58039
253,1,0.230716258,672,1,0,1,1,1,1,0,0,0,3,69653
224,2.5,1.799999952,750,1,1,1,1,1,1,1,0,0,3,102208
103,2,1.700000048,1288,1,1,1,1,1,1,1,0,1,3,94268
141,1,0.18937099,988,1,1,1,1,1,1,1,0,1,3,63650
124,3.5,0.327685952,1200,1,1,1,1,1,1,1,0,0,4,163787
265,3,0.292470157,1344,1,1,1,1,1,1,1,0,0,4,66119
97,2,0.526859522,896,1,1,1,1,1,0,0,0,0,2,73010
227,1,0.158402205,912,1,1,1,1,1,0,1,0,0,3,55228
189,1.5,0.188016534,1040,0,1,1,1,1,1,1,0,1,4,75614
140,2,0.192837462,768,1,1,0,1,1,1,1,1,0,3,64707
119,3,0.225895315,1344,1,1,1,1,1,1,1,0,1,3,101898
100,1.5,0.292699724,819,1,1,0,1,0,1,1,0,1,3,78078
84,1,0.151515156,988,1,1,0,1,0,1,0,0,1,3,54763
80,2,0.160697892,864,1,0,0,0,0,0,0,0,1,3,46516
98,1,0.172176302,864,0,1,0,0,0,0,0,0,1,3,45230
154,1.5,0.202020198,1040,1,1,0,1,1,0,1,1,0,3,58987
84,1,0.175619841,912,1,0,0,1,0,0,1,0,1,3,42557
140,2,0.206611574,912,1,1,0,1,1,1,1,0,1,3,61888
276,1.5,0.232438013,624,1,1,1,1,1,1,1,0,0,3,80580
139,2.5,1.550137758,1292,1,1,1,1,1,1,1,1,0,4,151098
98,3,0.232782364,1196,1,1,1,1,1,1,1,0,0,4,79387
93,2,0.303581268,1300,1,1,1,1,1,1,1,0,1,3,88232
143,1,0.146005511,1150,0,1,1,1,1,1,0,0,1,3,70591
80,2,0.532598734,1120,1,1,1,1,0,1,1,0,0,4,126047
135,3,1.399999976,1800,1,1,1,1,1,1,1,0,1,4,163987
153,1,0.126836553,768,0,0,0,1,0,0,0,0,1,2,43515
100,2.5,1,960,1,1,0,1,1,1,1,0,0,4,145145
79,2,0.257116616,1152,1,1,0,1,1,1,1,0,0,3,83135
202,1.5,0.200872362,1428,1,1,1,1,1,1,1,0,1,3,68127
165,2.5,0.229568407,1092,1,0,1,1,1,1,1,0,0,5,85156
177,2,0.249770433,1092,1,1,1,1,1,1,1,0,1,3,78991
306,2,0.192837462,988,1,1,0,1,1,1,1,1,0,3,59295
146,2,0.184022039,1254,1,1,0,1,1,1,1,0,1,3,58466
158,3,0.61065197,784,1,0,1,1,0,1,1,0,0,4,70490
229,2.5,0.309917361,736,1,0,1,1,1,1,1,0,0,4,192694
105,1,0.143480256,1456,1,0,1,1,1,1,1,0,1,2,72230
201,1.5,0.107438013,480,0,1,0,1,1,1,0,0,0,2,46188
139,2.5,0.75,1104,1,1,1,1,1,1,1,0,1,3,72000
107,1,0.249655649,840,1,1,1,1,1,0,1,0,1,3,60902
137,2,0.303719014,1020,1,1,0,1,1,1,1,0,1,3,87938
153,1.5,0.14692378,1040,1,1,0,1,0,0,1,1,0,3,63242
133,2,0.50505048,1120,1,1,1,1,1,1,1,0,0,4,127625
81,1,0.22210744,988,1,1,0,1,1,0,0,0,1,3,59810
111,1.5,0.205922872,1008,1,1,0,1,1,1,1,0,0,3,58888
125,2.5,0.295041323,1230,1,1,1,1,1,1,1,1,0,4,168000
112,1.5,0.299586773,1200,1,1,1,1,1,0,1,0,1,3,85182
98,2,0.459136814,1248,1,1,1,1,1,1,1,0,0,4,65065
128,1,0.045913681,480,1,0,0,1,0,1,0,0,1,1,32666
111,2,0.470454544,840,1,1,1,1,1,1,0,1,1,3,78213
138,1.5,0.171602383,624,1,0,0,1,1,1,1,0,0,3,57648
223,2.5,0.295661151,1431,1,1,1,1,1,1,1,0,0,4,82965
141,1.5,0.192837462,1040,1,1,1,1,1,1,1,1,0,3,70354
80,1.5,0.198347107,1088,0,0,0,1,0,1,0,0,1,3,59334
149,1.5,0.436179996,1344,1,1,1,1,1,1,1,0,0,3,85176
115,2,0.253673106,1872,1,1,1,1,1,1,1,0,0,4,117117
128,1,0.157575756,936,1,0,0,1,0,1,0,0,0,3,52558
248,3,0.229568407,1248,1,1,1,1,1,1,1,0,0,4,62704
149,1,0.168411389,936,1,0,0,1,0,1,0,0,1,3,50461
144,2.5,0.255280078,1200,1,1,1,1,1,1,1,0,0,3,84129
122,1.5,0.220385671,720,1,1,1,1,1,1,1,0,0,3,100500
83,2,0.208907262,950,1,1,0,1,1,1,1,0,1,3,67331
206,3,0.575068891,810,1,1,1,1,1,1,1,0,1,3,96225
138,2,0.208907262,864,1,1,1,1,1,1,1,0,0,4,48002
84,1,0.169696972,576,0,1,1,1,0,0,1,0,1,3,49485
