node,companyid,l4c,l4c_scaled,gender,ethnicity,age_diff,geo_dist,ivyplus,prior_investments_success,complementarity,exec_age,male_exec,nonwhite_exec,ivyplus_exec,year,comp_lon,comp_lat,neighborhood_edges,no_deals_nh,no_deals_5year_nh,company_state
72888-76F,58352-32,206,.55080211,1,.33333334,4,4343894,.33333334,0,.33333334,0,0,0,0,2014,-71.099083,42.381927,374,30,63,Generating revenue
72891-10F,56643-40,0,0,1,1,11,0,0,0,.66666669,0,1,1,1,2016,-122.39577,37.766529,38,12,51,Generating revenue
72891-10F,61118-29,0,0,1,.5,5,3413.552,0,0,.5,0,1,1,1,2014,-122.34675,47.63065,16,8,26,Generating revenue
72894-43F,128377-63,513,1.2042253,0,0,5,553287.13,0,0,0,1,1,0,0,2016,-118.25193,34.042912,426,2,4,Generating revenue
72894-43F,161560-72,206,.55080211,1,.5,15,16476.551,0,0,.5,0,1,0,0,2014,-122.39577,37.766529,374,12,142,Generating revenue
72894-43F,131241-61,513,1.2042253,0,1,9,6882.5615,0,0,0,0,1,0,0,2016,-122.39577,37.766529,426,21,51,Generating revenue
72894-43F,161558-29,511,1.3136246,0,1,2,3825867.5,0,0,1,12,1,0,0,2017,-78.534798,38.02634,389,4,21,Generating revenue
72894-43F,227394-10,421,1.3074534,1,.5,3.5,4919.4937,0,0,.5,3.5,1,0,0,2018,-122.41545,37.74873,322,2,4,Startup
72894-43F,58352-32,206,.55080211,1,.33333334,4,4343894,.33333334,0,.33333334,0,1,0,0,2014,-71.099083,42.381927,374,30,63,Generating revenue
72932-41F,168052-87,0,0,1,.5,5,1311.1887,0,0,.5,0,1,0,0,2016,-73.989349,40.73251,33,12,36,Generating revenue
72944-02F,64836-28,0,0,1,1,6,308948.16,0,0,1,0,1,0,1,2014,-71.152061,42.484547,1,1,1,Generating revenue
72961-48F,57775-06,24,.42857143,.75,.75,1,1127104.3,.25,0,.75,0,1,1,1,2017,-82.488724,29.801949,56,4,12,Generating revenue
72961-48F,117615-61,24,.5106383,1,0,8,4156499,0,0,0,0,1,1,1,2016,-73.658661,41.061295,47,4,24,Exit
72961-48F,54523-99,6,.17647059,1,1,1,863952.75,0,0,1,0,1,1,1,2010,-84.474052,33.844372,34,3,4,Generating revenue
72961-48F,124997-23,46,.64788735,1,1,6,339480.38,0,0,1,0,1,1,1,2015,-73.992889,40.750824,71,3,12,Out of business
72961-48F,41471-02,24,.40677965,1,1,8,12754.492,0,0,1,0,1,1,1,2013,-122.01796,37.388939,59,2,4,Exit
72985-06F,60508-81,6,.23076923,1,0,7,4037907.3,0,0,0,0,1,0,1,2013,-122.41915,37.779327,26,1,7,Out of business
72985-06F,54424-63,6,.20689656,1,1,1,434025.78,.5,0,.5,8,1,0,1,2014,-71.247711,42.393028,29,6,18,Exit
73000-63F,42200-02,0,0,1,1,12,41872.34,0,0,1,0,1,0,0,2008,-122.3957,37.789227,34,21,69,Exit
73000-63F,51215-14,0,0,1,.5,14,4133007.8,.5,0,1,0,1,0,0,2010,-73.989349,40.73251,30,6,48,Generating revenue
73035-73F,176319-73,0,0,1,.5,0,18777.541,0,0,0,0,1,0,0,2017,-80.40947,25.662292,2,2,2,Generating revenue
73052-74F,108998-65,18,.23684211,1,1,5,3694028,0,0,1,0,1,0,0,2014,-77.327873,38.84621,76,24,52,Generating revenue
73052-74F,111650-68,18,.12080537,1,.66666669,9,1998048.8,0,0,1,0,1,0,0,2018,-97.669899,30.1945,149,3,36,Generating revenue
73052-74F,149091-85,18,.23684211,1,1,3,557818.63,0,0,0,0,1,0,0,2014,-122.41087,37.772327,76,24,48,Generating revenue
73052-74F,66228-04,18,.23684211,1,0,3,3963779.5,0,0,0,0,1,0,0,2014,-73.996529,40.750744,76,24,48,Startup
73052-74F,113181-22,18,.12413793,1,0,5,543060.88,0,0,0,0,1,0,0,2016,-122.375,37.618999,145,20,66,Generating revenue
73052-74F,145067-68,18,.12413793,1,0,5,178618.31,0,0,0,0,1,0,0,2016,-117.12774,32.742893,145,20,66,Startup
73052-74F,169567-48,18,.12413793,1,0,5,3966814,0,0,.5,0,1,0,0,2016,-73.965286,40.694214,145,40,132,
73052-74F,164033-38,18,.12328767,1,0,6,1556635.6,0,0,1,0,1,0,0,2017,-122.12138,47.677471,146,8,73,Generating revenue
73052-74F,118655-20,18,.12080537,1,0,7,538764.19,1,0,1,0,1,0,0,2018,-122.36332,37.574936,149,4,150,Generating revenue
73075-60F,57698-38,0,0,1,1,5,20677.248,0,0,0,0,1,0,0,2015,-122.2144,37.483505,52,15,108,Generating revenue
73165-96F,61318-18,0,0,1,1,1,8678.8223,0,0,.5,1,1,0,1,2014,-77.488312,37.580345,7,8,8,Generating revenue
73165-96F,59093-38,0,0,1,1,0,8678.8223,0,0,0,0,1,0,1,2014,-77.488312,37.580345,7,6,6,Exit
73166-59F,61318-18,0,0,1,1,1,8678.8223,0,0,.5,1,1,0,0,2014,-77.488312,37.580345,7,8,8,Generating revenue
73166-59F,59093-38,0,0,1,1,0,8678.8223,0,0,0,0,1,0,0,2014,-77.488312,37.580345,7,6,6,Exit
73167-58F,61318-18,0,0,1,1,1,8678.8223,0,0,.5,1,1,0,1,2014,-77.488312,37.580345,7,8,8,Generating revenue
73167-58F,59093-38,0,0,1,1,0,8678.8223,0,0,0,0,1,0,1,2014,-77.488312,37.580345,7,6,6,Exit
73168-66F,51562-63,0,0,1,1,7,481081.06,0,0,.5,2,1,0,0,2009,-118.42843,34.034569,30,10,52,Exit
73168-66F,180547-39,0,0,1,.5,17,1507151.6,0,0,0,0,1,0,0,2017,-84.466148,33.875069,53,2,38,Generating revenue
73182-52F,65099-71,0,0,1,0,2,0,0,0,1,0,1,1,0,2015,-83.718307,42.291637,5,1,3,Out of business
73216-81F,113302-18,0,0,1,0,15,1266803,0,0,.75,3,1,0,0,2017,-96.839378,33.143791,27,12,76,Generating revenue
73226-62F,180700-66,349,.94324327,0,1,8.25,52074.859,0,0,1,1.75,1,1,1,2018,-122.46167,37.799839,370,8,64,Generating revenue
73226-62F,53519-59,228,.8172043,1,1,8,3963255,0,0,0,0,1,1,1,2013,-74.005257,40.720665,279,26,72,Out of business
73226-62F,119458-45,358,.81922197,1,1,10,515326.03,0,0,1,0,1,1,1,2015,-122.15071,37.443687,437,20,102,Exit
73226-62F,148186-27,337,.78372091,1,0,6,543060.88,0,0,1,5,1,1,1,2016,-122.375,37.618999,430,7,51,Generating revenue
73226-62F,178899-04,364,.8425926,1,1,12,543060.88,0,0,0,0,1,1,1,2017,-122.375,37.618999,432,14,106,Startup
73226-62F,58613-86,228,.8172043,1,0,7,12735.204,0,0,1,0,1,1,1,2013,-122.39348,37.732796,279,9,13,
73226-62F,97958-44,265,.71815717,1,1,4,558339.31,0,0,1,0,1,1,1,2014,-122.3957,37.789227,369,6,48,Generating revenue
73226-62F,56845-72,228,.8172043,1,1,3,2346600.3,0,0,0,0,1,1,1,2013,-122.07846,37.389488,279,16,21,Exit
73257-85F,65125-81,0,0,.75,1,0,8678.8223,0,0,.25,0,0,0,0,2013,-77.488312,37.580345,4,4,4,Generating revenue
73260-19F,65125-81,0,0,.75,1,0,8678.8223,0,0,.25,0,1,0,0,2013,-77.488312,37.580345,4,4,4,Generating revenue
73269-28F,157184-38,45,.38461539,1,1,4,305460.53,0,0,1,2,1,0,1,2015,-73.972313,40.752159,117,8,26,Exit
73269-28F,224099-83,45,.43689319,.5,.5,9,4045.969,1,0,.5,0,1,0,1,2018,-71.054169,42.361477,103,6,34,Generating revenue
73269-28F,157198-60,45,.43689319,1,1,2,4341502,0,0,1,11,1,0,1,2018,-122.15071,37.443687,103,3,17,Generating revenue
73269-28F,222347-44,45,.43689319,1,1,2,3443289.8,0,0,0,9,1,0,1,2018,-73.982048,40.739021,103,1,21,Generating revenue
73269-46F,65125-81,0,0,.75,1,0,8678.8223,0,0,.25,0,1,0,0,2013,-77.488312,37.580345,4,4,4,Generating revenue
73273-33F,65125-81,0,0,.75,1,0,8678.8223,0,0,.25,0,1,0,0,2013,-77.488312,37.580345,4,4,4,Generating revenue
73315-36F,65094-22,0,0,1,1,12,2993074.8,0,0,1,0,1,0,0,2014,-122.74976,38.480495,4,4,4,Generating revenue
73315-36F,102170-89,0,0,1,1,14,587006.06,.5,0,.5,0,1,0,0,2016,-93.492622,45.003365,6,2,6,Generating revenue
73315-90F,65094-22,0,0,1,1,12,2993074.8,0,0,1,0,1,0,0,2014,-122.74976,38.480495,4,4,4,Generating revenue
73315-90F,102170-89,0,0,1,1,14,587006.06,.5,0,.5,0,1,0,0,2016,-93.492622,45.003365,6,2,6,Generating revenue
73325-08F,65158-57,0,0,1,.66666669,0,136397.13,.66666669,0,1,0,1,1,0,2014,-75.19957,39.961613,3,3,3,Generating revenue
73326-07F,65158-57,0,0,1,.66666669,0,136397.13,.66666669,0,1,0,1,0,1,2014,-75.19957,39.961613,3,3,3,Generating revenue
73326-52F,65158-57,0,0,1,.66666669,0,136397.13,.66666669,0,1,0,1,0,1,2014,-75.19957,39.961613,3,3,3,Generating revenue
73338-94F,52305-40,3,.16666667,.66666669,1,8,414122.47,0,0,.66666669,0,1,1,1,2010,-75.37542,40.601261,18,6,6,Generating revenue
73376-11F,52497-64,0,0,0,1,1,2442859.5,.5,0,.5,3,1,0,0,2011,-97.8022,30.287739,13,4,14,Generating revenue
73378-00F,55484-83,0,0,1,1,8,855320,.33333334,0,1,0,1,0,0,2013,-122.46167,37.799839,11,9,24,Exit
73446-76F,106988-59,27,.17088607,1,0,6,20708.646,0,0,0,0,0,1,0,2015,-73.967323,40.759014,158,10,34,Generating revenue
73446-76F,115374-16,27,.17088607,1,1,6,20872.818,0,0,1,0,0,1,0,2015,-73.998337,40.72596,158,10,34,Generating revenue
73446-76F,107514-73,27,.16981132,0,1,7,21816.975,0,0,.5,0,0,1,0,2016,-74.000122,40.741013,159,6,72,Generating revenue
73455-94F,182414-08,5,.125,1,.33333334,13,3927222.8,0,0,1,2,1,0,0,2018,-122.4301,37.652859,40,15,42,Startup
73455-94F,55796-23,5,.125,.5,1,9,438261.69,0,0,0,6,1,0,0,2018,-72.924789,41.306198,40,10,28,
73465-57F,10836-91,0,0,1,1,2,4157185,0,0,1,2,1,0,0,2001,-117.20722,32.899998,2,2,2,Generating revenue
73484-47F,58026-88,0,0,1,.5,1,1986453.9,0,0,.5,4,1,1,0,2017,-97.714188,30.425652,5,2,8,Generating revenue
73488-88F,58026-88,0,0,1,.5,1,1986453.9,0,0,.5,4,1,0,0,2017,-97.714188,30.425652,5,2,8,Generating revenue
73510-66F,228557-98,0,0,0,1,7,0,0,0,0,0,0,0,0,2018,-122.41087,37.772327,1,1,1,Generating revenue
73548-91F,118708-39,0,0,1,1,10,3063.9324,0,0,1,0,1,1,0,2015,-122.18385,37.451687,11,2,9,Out of business
73620-46F,56267-02,0,0,1,1,3,35955.676,0,0,0,0,1,0,0,2008,-89.674171,35.057224,2,1,2,
73631-98F,58724-38,0,0,0,1,5,1756580.6,.2,0,.80000001,0,0,0,0,2015,-73.989349,40.73251,22,5,60,Out of business
73726-93F,59074-48,0,0,1,1,0,39654.996,0,0,0,0,1,0,1,2014,-80.131866,26.121115,1,1,1,Generating revenue
73782-46F,58448-53,0,0,0,1,0,3430053.8,0,0,1,0,1,0,0,2008,-111.92962,33.338333,1,1,1,Generating revenue
73794-61F,41908-33,0,0,1,0,0,40603.363,0,0,1,0,1,0,0,1999,-122.01796,37.388939,2,2,2,Profitable
73842-40F,56612-98,0,0,1,1,14,950.44342,0,0,0,0,1,0,0,2013,-73.989349,40.73251,44,12,31,Exit
73842-40F,57982-51,0,0,1,1,16,1092385.3,.25,0,.5,0,1,0,0,2015,-122.32253,47.63287,86,64,236,Profitable
73842-40F,113119-75,0,0,1,.5,17,16187.663,1,0,1,0,1,0,0,2016,-122.28316,37.834724,102,26,142,Startup
73842-40F,108119-26,0,0,1,1,14.333333,2424074.3,0,0,.33333334,2.6666667,1,0,0,2016,-97.718788,30.265158,102,39,213,Profitable
73842-40F,109606-87,0,0,1,0,16,4141552.5,1,0,0,1,1,0,0,2016,-73.99337,40.7551,102,13,71,Generating revenue
73843-21F,56612-98,0,0,1,1,14,950.44342,0,0,0,0,1,0,1,2013,-73.989349,40.73251,44,12,31,Exit
73843-21F,57982-51,0,0,1,1,16,1092385.3,.25,0,.5,0,1,0,1,2015,-122.32253,47.63287,86,64,236,Profitable
73843-21F,113119-75,0,0,1,.5,17,16187.663,1,0,1,0,1,0,1,2016,-122.28316,37.834724,102,26,142,Startup
73843-21F,108119-26,0,0,1,1,14.333333,2424074.3,0,0,.33333334,2.6666667,1,0,1,2016,-97.718788,30.265158,102,39,213,Profitable
73843-21F,109606-87,0,0,1,0,16,4141552.5,1,0,0,1,1,0,1,2016,-73.99337,40.7551,102,13,71,Generating revenue
73849-33F,53537-41,45,1.1538461,1,1,6,4141323.5,0,0,0,2,1,0,0,2007,-74.005257,40.720665,39,9,17,Exit
73849-33F,40420-36,45,.66176468,1,1,10,36556.105,0,0,1,0,1,0,0,2009,-122.07846,37.389488,68,11,33,Profitable
73849-33F,53940-70,45,.51724136,0,1,11,4140347.8,0,0,0,0,1,0,0,2010,-73.982048,40.739021,87,26,92,Out of business
73850-77F,54947-98,0,0,.75,1,1,303200.75,.25,0,.5,1,0,0,0,2013,-71.054169,42.361477,4,4,4,Generating revenue
73851-67F,54947-98,0,0,.75,1,1,303200.75,.25,0,.5,1,1,0,0,2013,-71.054169,42.361477,4,4,4,Generating revenue
73895-41F,169285-24,63,.43150684,1,1,17,966124.88,0,0,1,4,1,0,0,2017,-111.79449,40.394234,146,18,207,Not profitable
73895-41F,98315-47,63,.43150684,1,1,21,29541.064,0,0,1,0,1,0,0,2017,-122.25855,37.868576,146,6,69,Startup
73895-41F,172235-17,63,.43150684,1,0,20,535827.5,.5,0,1,1,1,0,0,2017,-118.408,33.942501,146,12,138,Generating revenue
73895-59F,42199-57,0,0,1,1,2,1029611.1,0,0,.33333334,0,1,0,0,2009,-96.837509,32.961288,3,3,3,Exit
73897-03F,169285-24,63,.43150684,1,1,17,966124.88,0,0,1,4,1,0,0,2017,-111.79449,40.394234,146,18,207,Not profitable
73897-03F,98315-47,63,.43150684,1,1,21,29541.064,0,0,1,0,1,0,0,2017,-122.25855,37.868576,146,6,69,Startup
73897-03F,172235-17,63,.43150684,1,0,20,535827.5,.5,0,1,1,1,0,0,2017,-118.408,33.942501,146,12,138,Generating revenue
73898-02F,169285-24,63,.43150684,1,1,17,966124.88,0,0,1,4,1,0,0,2017,-111.79449,40.394234,146,18,207,Not profitable
73898-02F,98315-47,63,.43150684,1,1,21,29541.064,0,0,1,0,1,0,0,2017,-122.25855,37.868576,146,6,69,Startup
73898-02F,172235-17,63,.43150684,1,0,20,535827.5,.5,0,1,1,1,0,0,2017,-118.408,33.942501,146,12,138,Generating revenue
73919-44F,60076-81,1,.010416667,1,0,14,3063.9324,1,0,1,0,1,0,0,2013,-122.15071,37.443687,96,13,72,Out of business
73956-97F,65130-04,0,0,1,0,0,0,0,0,1,0,1,1,0,2008,-122.4019,37.791729,1,1,1,Generating revenue
73999-54F,125038-54,0,0,1,1,1,3203006.5,.5,0,1,0,1,0,0,2015,-71.07132,42.501347,5,2,6,Generating revenue
74006-56F,56385-19,0,0,1,.66666669,0,56909.637,0,0,1,0,1,0,0,2011,-117.93087,33.619221,7,9,9,Generating revenue
74007-10F,125038-54,0,0,1,1,1,3203006.5,.5,0,1,0,1,0,1,2015,-71.07132,42.501347,5,2,6,Generating revenue
74011-06F,65405-89,0,0,1,1,2,3381791.3,0,0,1,0,1,0,0,2013,-111.70561,40.311855,8,3,9,Exit
74011-06F,95319-37,0,0,1,1,4,990335.63,0,0,1,0,1,0,0,2015,-78.921127,35.905766,9,1,4,Generating revenue
74012-68F,65405-89,0,0,1,1,2,3381791.3,0,0,1,0,1,0,0,2013,-111.70561,40.311855,8,3,9,Exit
74012-68F,95319-37,0,0,1,1,4,990335.63,0,0,1,0,1,0,0,2015,-78.921127,35.905766,9,1,4,Generating revenue
74013-85F,65405-89,0,0,1,1,2,3381791.3,0,0,1,0,1,0,0,2013,-111.70561,40.311855,8,3,9,Exit
74013-85F,95319-37,0,0,1,1,4,990335.63,0,0,1,0,1,0,0,2015,-78.921127,35.905766,9,1,4,Generating revenue
74048-23F,163727-74,482,1.5649351,1,0,6,16476.551,.5,0,0,0,1,0,0,2016,-122.375,37.618999,308,16,90,Generating revenue
74048-23F,118050-76,482,1.5649351,1,.5,6,2848.5518,.5,0,.5,0,1,0,0,2016,-122.4019,37.791729,308,16,90,Generating revenue
74048-23F,160826-41,482,1.5649351,1,.33333334,6,0,0,0,0,0,1,0,0,2016,-122.39577,37.766529,308,24,135,Generating revenue
74048-32F,163727-74,482,1.5649351,1,0,6,16476.551,.5,0,0,0,1,0,0,2016,-122.375,37.618999,308,16,90,Generating revenue
74048-32F,118050-76,482,1.5649351,1,.5,6,2848.5518,.5,0,.5,0,1,0,0,2016,-122.4019,37.791729,308,16,90,Generating revenue
74048-32F,160826-41,482,1.5649351,1,.33333334,6,0,0,0,0,0,1,0,0,2016,-122.39577,37.766529,308,24,135,Generating revenue
74107-18F,53857-45,0,0,1,1,11,5875.5698,0,0,1,0,1,0,0,2012,-71.073723,42.349621,46,9,16,Generating revenue
74107-18F,51466-51,0,0,0,1,7,32124.607,1,0,1,6,1,0,0,2014,-71.374779,42.457199,93,16,52,Profitable
74107-18F,60674-05,0,0,0,1,13,5875.5698,.33333334,0,.33333334,0,1,0,0,2014,-71.073723,42.349621,93,24,78,Generating revenue
74107-18F,101091-88,0,0,1,1,15,4870.252,0,0,0,0,1,0,0,2016,-71.061012,42.349838,148,2,36,Generating revenue
74133-19F,65468-80,0,0,1,0,0,4117768.3,0,0,1,0,1,1,0,2014,-121.96066,37.393242,1,1,1,Exit
74142-46F,65475-37,0,0,1,1,3,341674.09,0,0,0,0,1,0,0,2014,-84.507736,39.104408,39,30,50,Out of business
74142-46F,112768-57,0,0,1,.75,4,3273688,0,0,.25,2,1,0,0,2015,-118.16329,34.137856,56,36,136,Generating revenue
74142-46F,104701-51,0,0,1,1,3.5,3500905.8,0,0,.5,3.5,1,0,0,2015,-122.39577,37.766529,56,18,68,Generating revenue
74144-71F,65475-37,0,0,1,1,3,341674.09,0,0,0,0,1,0,0,2014,-84.507736,39.104408,39,30,50,Out of business
74144-71F,112768-57,0,0,1,.75,4,3273688,0,0,.25,2,1,0,0,2015,-118.16329,34.137856,56,36,136,Generating revenue
74144-71F,104701-51,0,0,1,1,3.5,3500905.8,0,0,.5,3.5,1,0,0,2015,-122.39577,37.766529,56,18,68,Generating revenue
74183-95F,99117-46,3,.11111111,1,1,8,547794.19,0,0,1,0,1,0,0,2014,-122.07143,37.879757,27,4,15,Generating revenue
74183-95F,100398-79,6,.15384616,0,1,9,3964252.8,0,0,1,0,1,0,0,2015,-73.990189,40.75951,39,9,24,Generating revenue
74197-18F,65482-21,0,0,1,1,7,13760.28,0,0,.5,0,1,0,0,2014,-98.612823,29.569935,3,2,4,Generating revenue
74197-63F,65482-21,0,0,1,1,7,13760.28,0,0,.5,0,1,0,0,2014,-98.612823,29.569935,3,2,4,Generating revenue
74198-62F,51647-05,0,0,1,1,0,1677.8711,0,0,1,1,0,0,1,2007,-73.977592,40.746181,9,3,4,Exit
74198-62F,54810-28,0,0,0,0,5,4142119.8,1,0,0,6,0,0,1,2007,-122.36332,37.574936,9,3,4,Not profitable
74198-62F,54810-19,0,0,0,1,2,4115789.3,.5,0,1,0,0,0,1,2008,-121.96066,37.393242,11,4,12,Exit
74258-56F,63606-34,0,0,1,1,5,9908.1416,0,0,1,0,0,0,0,2014,-122.33438,47.610668,14,4,8,Exit
74258-56F,99799-39,0,0,1,.60000002,14,3504244.3,0,0,.2,0,0,0,0,2015,-84.357788,33.818302,22,15,40,Not profitable
74258-56F,56311-12,0,0,1,1,13,24842.613,0,0,0,1,0,0,0,2015,-122.34166,47.671345,22,6,16,Exit
74258-56F,60312-25,0,0,1,1,9.5,18075.879,0,0,.5,6.5,0,0,0,2017,-122.33438,47.610668,22,4,18,Generating revenue
74259-91F,52365-52,0,0,1,1,7,4367.2666,0,0,0,0,1,0,1,2007,-75.375252,40.092941,1,1,1,Exit
74295-64F,180669-25,3,.046153847,1,1,5,0,0,0,1,9,1,0,1,2018,-111.8158,40.625622,65,1,23,
74295-64F,64516-51,3,.046153847,1,1,6,537371.81,0,0,1,0,1,0,1,2014,-118.39168,34.02161,65,24,52,Exit
74296-81F,180669-25,3,.046153847,1,1,5,0,0,0,1,9,1,0,0,2018,-111.8158,40.625622,65,1,23,
74296-81F,64516-51,3,.046153847,1,1,6,537371.81,0,0,1,0,1,0,0,2014,-118.39168,34.02161,65,24,52,Exit
74297-53F,180669-25,3,.046153847,1,1,5,0,0,0,1,9,1,0,0,2018,-111.8158,40.625622,65,1,23,
74297-53F,64516-51,3,.046153847,1,1,6,537371.81,0,0,1,0,1,0,0,2014,-118.39168,34.02161,65,24,52,Exit
74320-03F,65543-95,0,0,1,1,0,135561.17,0,0,0,0,1,0,0,2014,-73.99337,40.7551,1,1,1,Generating revenue
74331-37F,65530-72,0,0,1,.75,8,948934.56,.25,0,1,4,1,0,0,2018,-111.89052,40.36665,18,8,44,Generating revenue
74332-00F,65530-72,0,0,1,.75,8,948934.56,.25,0,1,4,1,0,0,2018,-111.89052,40.36665,18,8,44,Generating revenue
74338-48F,65531-17,0,0,1,1,5,29446.777,0,0,1,0,1,0,0,2016,-111.89052,40.36665,16,1,13,Generating revenue
74341-36F,58443-49,317,.87327826,1,0,4,10392.201,0,0,1,0,1,0,0,2014,-80.19046,25.817326,363,4,11,Generating revenue
74341-36F,58724-38,342,.86363637,0,1,5,1756580.6,.2,0,.80000001,0,1,0,0,2015,-73.989349,40.73251,396,5,60,Out of business
74341-36F,54288-55,234,.9285714,1,1,13,904388,0,0,0,0,1,0,0,2012,-122.598,45.588699,252,5,33,Exit
74341-36F,126672-49,278,.88535035,1,.5,17,5772.2271,1,0,1,1,1,0,0,2017,-122.13273,37.419388,314,6,42,Generating revenue
74341-36F,54783-64,268,.91156465,1,1,8,13359.47,0,0,1,0,1,0,0,2013,-122.02398,37.378342,294,10,60,Out of business
74341-36F,63759-34,234,.9285714,1,1,2,4157729.3,1,0,1,0,1,0,0,2012,-122.39,37.759998,252,7,10,Out of business
74341-36F,58352-32,317,.87327826,1,.33333334,4,4343894,.33333334,0,.33333334,0,1,0,0,2014,-71.099083,42.381927,363,30,63,Generating revenue
74341-36F,55443-61,234,.9285714,1,1,2,3982940.3,0,0,1,0,1,0,0,2012,-73.7789,40.639801,252,5,11,Out of business
74341-36F,97958-44,317,.87327826,1,1,4,558339.31,0,0,1,0,1,0,0,2014,-122.3957,37.789227,363,6,48,Generating revenue
74377-81F,10594-09,0,0,1,.5,0,3876231.3,.25,0,1,0,1,1,0,2006,-73.989349,40.73251,4,4,4,Generating revenue
74384-65F,65533-06,0,0,1,1,1,610234.31,0,0,0,1,1,1,0,2015,-117.87143,33.719116,1,1,1,
74394-55F,97209-91,15,.094339624,1,1,6,308853.06,0,0,1,0,1,0,0,2014,-74.005318,40.734718,159,38,63,Generating revenue
74394-55F,110498-23,6,.032432433,1,.80000001,7,4351856,0,0,.80000001,0,1,0,0,2015,-122.375,37.618999,185,80,395,Generating revenue
74394-55F,64424-17,6,.032432433,.66666669,1,7,5171.8359,0,0,.33333334,0,1,0,0,2015,-71.064949,42.37862,185,48,237,Not profitable
74394-55F,55443-61,0,0,1,1,2,3982940.3,0,0,1,0,1,0,0,2012,-73.7789,40.639801,65,5,11,Out of business
74394-55F,97958-44,15,.094339624,1,1,4,558339.31,0,0,1,0,1,0,0,2014,-122.3957,37.789227,159,6,48,Generating revenue
74423-89F,102786-40,0,0,1,0,1,2022.8665,0,0,0,0,1,0,1,2016,-73.982048,40.739021,111,1,2,Generating revenue
74423-89F,169375-96,0,0,1,0,2,2478.3328,0,0,1,0,1,0,1,2017,-73.99337,40.7551,112,2,6,Generating revenue
74471-95F,169346-53,0,0,1,1,1,5171.8359,0,0,1,0,1,0,0,2016,-71.064949,42.37862,2,2,2,Generating revenue
74532-88F,65623-33,0,0,1,1,0,1379366,0,0,1,0,1,0,0,2016,-86.800568,36.133251,1,1,1,Startup
74535-13F,168912-19,18,.62068963,1,1,3,734455.06,0,0,0,0,1,1,0,2017,-117.19,32.733601,29,6,14,Generating revenue
74535-13F,126395-83,9,.60000002,1,0,2,12826.761,0,0,0,0,1,1,0,2014,-117.87453,33.634823,15,5,5,Generating revenue
74535-13F,104317-93,9,.52941179,1,0,3,18032.934,0,0,0,0,1,1,0,2015,-118.26434,34.052563,17,2,12,Exit
74559-43F,171197-47,36,.41379312,1,1,12,418941.97,0,0,1,0,1,0,0,2018,-113.5987,37.118351,87,1,3,Generating revenue
74559-43F,65663-20,36,.34951457,1,1,10,3145549.5,0,0,0,0,1,0,0,2017,-73.989349,40.73251,103,1,19,Generating revenue
74559-43F,115577-29,22,.2,1,1,5,152410.27,0,0,1,0,1,0,0,2015,-117.25967,32.961811,110,5,29,Generating revenue
74560-15F,171197-47,36,.41379312,1,1,12,418941.97,0,0,1,0,1,0,0,2018,-113.5987,37.118351,87,1,3,Generating revenue
74560-15F,65663-20,36,.34951457,1,1,10,3145549.5,0,0,0,0,1,0,0,2017,-73.989349,40.73251,103,1,19,Generating revenue
74560-15F,115577-29,22,.2,1,1,5,152410.27,0,0,1,0,1,0,0,2015,-117.25967,32.961811,110,5,29,Generating revenue
74560-87F,171197-47,36,.41379312,1,1,12,418941.97,0,0,1,0,1,0,0,2018,-113.5987,37.118351,87,1,3,Generating revenue
74560-87F,65663-20,36,.34951457,1,1,10,3145549.5,0,0,0,0,1,0,0,2017,-73.989349,40.73251,103,1,19,Generating revenue
74560-87F,115577-29,22,.2,1,1,5,152410.27,0,0,1,0,1,0,0,2015,-117.25967,32.961811,110,5,29,Generating revenue
74560-96F,179667-10,0,0,1,1,12,47578.246,0,0,0,0,1,0,1,2018,-74.818123,40.214661,88,14,156,Generating revenue
74560-96F,160359-49,0,0,0,1,7,7362.4609,0,0,1,5,1,0,1,2018,-75.19957,39.961613,88,14,156,
74560-96F,226628-20,0,0,0,1,9.666667,5074.0562,0,0,.66666669,2.3333333,1,0,1,2018,-75.241096,39.871899,88,21,234,Startup
74668-87F,55765-90,0,0,.66666669,.33333334,5.3333335,3347.2234,0,0,0,5.3333335,1,0,0,2016,-118.47432,34.026958,3,3,3,Generating revenue
74730-70F,61392-79,0,0,0,1,4,311189.13,1,0,1,0,0,0,0,2015,-76.633614,39.328957,8,2,9,Generating revenue
74730-70F,103949-02,0,0,0,0,6,267264.31,0,0,1,0,0,0,0,2017,-71.044632,42.347973,8,1,9,Generating revenue
74744-38F,54156-07,699,6.7211537,1,1,12,1557677.4,0,0,0,0,0,0,0,2011,-122.43512,37.758434,104,9,28,Exit
74744-38F,63553-51,2800,7.9545455,.5,.5,15,1346139.8,.5,0,.5,0,0,0,0,2014,-118.408,33.942501,352,54,130,Generating revenue
74744-38F,53941-24,699,6.7211537,1,1,4,56162.238,0,0,0,0,0,0,0,2011,-105.29673,40.020885,104,6,18,Exit
74744-38F,104563-63,1348,4.122324,1,1,7,46445.164,0,0,.75,0,0,0,0,2016,-111.79449,40.394234,327,8,72,Generating revenue
74744-38F,61961-14,2800,7.9545455,1,1,9,7976.2817,0,0,0,0,0,0,0,2014,-71.099083,42.381927,352,4,18,Startup
74744-38F,51466-51,2800,7.9545455,0,1,7,32124.607,1,0,1,6,0,0,0,2014,-71.374779,42.457199,352,16,52,Profitable
