node,companyid,l4c,l4c_scaled,gender,ethnicity,age_diff,geo_dist,ivyplus,prior_investments_success,complementarity,exec_age,male_exec,nonwhite_exec,ivyplus_exec,year,comp_lon,comp_lat,neighborhood_edges,no_deals_nh,no_deals_5year_nh,company_state
100069-30F,61855-66,0,0,1,1,1,260772.36,0,0,1,0,1,0,0,2013,-84.742188,43.828266,8,2,6,Generating revenue
100069-30F,64184-50,0,0,1,1,2,74552.203,0,0,1,0,1,0,0,2014,-83.650711,40.993263,12,3,9,Exit
100071-28F,163674-55,0,0,1,.5,6,4141386.3,1,0,1,0,1,1,1,2017,-73.996529,40.750744,24,6,30,Generating revenue
100079-29F,12110-59,3,.42857143,1,1,0,2973536.5,0,0,0,0,1,0,1,2001,-87.865562,42.169327,7,2,2,Exit
100140-67F,54603-46,18,.44999999,1,1,1,11931.128,0,0,1,5,1,0,0,2017,-90.193001,38.63155,40,6,18,Generating revenue
100140-67F,99278-38,18,.52941179,1,1,5,2809263,0,0,0,0,1,0,0,2015,-122.49949,37.855526,34,5,12,Startup
100140-67F,154896-49,18,.48648649,1,.5,6,2699.333,0,0,.5,0,1,0,0,2016,-90.261818,38.622601,37,4,26,Startup
100140-67F,124040-98,18,.47368422,.5,1,8,16147.953,0,0,.5,0,1,0,0,2018,-90.436432,38.618584,38,6,34,Startup
100256-68F,97869-52,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,-122.13273,37.419388,2,2,2,Out of business
100256-68F,169949-44,0,0,1,1,2,0,0,0,1,0,0,0,0,2017,-122.13273,37.419388,4,2,5,Out of business
100261-99F,100080-91,0,0,1,.5,0,1092005.1,0,0,.5,0,1,1,0,2013,-122.20308,47.61837,2,2,2,Generating revenue
100285-48F,169285-24,10,.081967212,1,1,17,966124.88,0,0,1,4,1,0,0,2017,-111.79449,40.394234,122,18,207,Not profitable
100285-48F,98315-47,10,.081967212,1,1,21,29541.064,0,0,1,0,1,0,0,2017,-122.25855,37.868576,122,6,69,Startup
100285-48F,172235-17,10,.081967212,1,0,20,535827.5,.5,0,1,1,1,0,0,2017,-118.408,33.942501,122,12,138,Generating revenue
100285-48F,177854-86,10,.081967212,1,1,0,0,0,0,0,0,1,0,0,2017,-111.978,40.788399,122,2,2,Generating revenue
100293-76F,104038-66,0,0,.75,1,.75,2372253.8,0,0,.25,3.25,0,0,0,2017,-97.830872,30.501272,7,4,8,Exit
100294-03F,104038-66,0,0,.75,1,.75,2372253.8,0,0,.25,3.25,1,0,0,2017,-97.830872,30.501272,7,4,8,Exit
100305-82F,99396-19,0,0,1,1,0,4351027,.5,0,1,0,1,0,1,2014,-122.32773,37.551586,2,2,2,
100316-80F,91829-17,0,0,1,1,2,1258947,0,0,0,0,1,0,0,2015,-72.718834,41.791775,4,1,2,Generating revenue
100371-16F,112984-75,0,0,1,1,15,2519.4211,0,0,0,2,1,0,0,2017,-122.3957,37.789227,8,1,10,Exit
100378-99F,13407-22,0,0,1,.5,0,884691.19,0,0,1,0,1,0,0,2002,-82.493919,28.071503,2,2,2,Exit
100381-78F,119999-62,0,0,1,0,4,25104.824,0,0,1,0,1,1,0,2017,-122.375,37.618999,20,3,15,Generating revenue
100390-87F,86750-02,3,.14285715,1,0,1,3493771,0,0,1,0,1,1,0,2017,-122.6446,45.52874,21,2,4,Generating revenue
100390-87F,113990-77,3,.14285715,1,1,3,573897.44,0,0,1,0,1,1,0,2017,-78.632629,35.844753,21,12,20,Generating revenue
100390-87F,151200-19,3,.14285715,1,1,3.4000001,944258.56,0,0,.80000001,4,1,1,0,2017,-87.651138,41.875881,21,30,50,Generating revenue
100407-88F,62400-43,0,0,1,1,6,308765.09,1,0,1,0,1,0,1,2014,-84.372032,33.879002,10,5,7,Generating revenue
100407-88F,62083-27,0,0,1,1,6,157353.27,0,0,0,0,1,0,1,2014,-82.405777,34.848301,10,5,7,Startup
100407-88F,100237-06,0,0,1,1,6,160809.66,0,0,0,0,1,0,1,2014,-79.884598,32.915829,10,5,7,Out of business
100407-88F,66061-63,0,0,1,.5,6,160809.66,0,0,1,0,1,0,1,2014,-79.884598,32.915829,10,10,14,Generating revenue
100407-88F,97871-50,0,0,1,1,6,152206.84,0,0,.5,0,1,0,1,2014,-82.31739,34.866802,10,10,14,
100414-00F,94550-68,0,0,1,1,10.666667,43102.145,0,0,1,.33333334,1,0,0,2015,-111.89052,40.36665,16,15,24,Generating revenue
100415-08F,94550-68,0,0,1,1,10.666667,43102.145,0,0,1,.33333334,0,1,0,2015,-111.89052,40.36665,16,15,24,Generating revenue
100415-62F,94550-68,0,0,1,1,10.666667,43102.145,0,0,1,.33333334,1,0,0,2015,-111.89052,40.36665,16,15,24,Generating revenue
100415-80F,94550-68,0,0,1,1,10.666667,43102.145,0,0,1,.33333334,1,0,0,2015,-111.89052,40.36665,16,15,24,Generating revenue
100427-50F,112437-19,0,0,0,0,6,1249529.6,0,0,1,0,0,1,0,2015,-104.97133,39.731236,36,3,18,Exit
100452-16F,229157-20,0,0,1,1,8,3685758.5,0,0,1,0,1,0,0,2018,-118.15577,34.112957,21,3,18,
100453-33F,229157-20,0,0,1,1,8,3685758.5,0,0,1,0,1,0,0,2018,-118.15577,34.112957,21,3,18,
100454-14F,229157-20,0,0,1,1,8,3685758.5,0,0,1,0,1,0,0,2018,-118.15577,34.112957,21,3,18,
100454-59F,229157-20,0,0,1,1,8,3685758.5,0,0,1,0,1,0,0,2018,-118.15577,34.112957,21,3,18,
100461-52F,153640-09,0,0,1,1,8.5,4133232.5,0,0,.5,8.5,1,0,0,2017,-122.2144,37.483505,33,8,40,Startup
100465-39F,102761-47,0,0,1,.5,2.5,3063.9324,.5,0,.5,2.5,1,0,1,2017,-122.18385,37.451687,4,4,4,
100465-57F,102761-47,0,0,1,.5,2.5,3063.9324,.5,0,.5,2.5,1,1,0,2017,-122.18385,37.451687,4,4,4,
100467-01F,153640-09,0,0,1,1,8.5,4133232.5,0,0,.5,8.5,1,0,0,2017,-122.2144,37.483505,33,8,40,Startup
100467-46F,153640-09,0,0,1,1,8.5,4133232.5,0,0,.5,8.5,1,1,0,2017,-122.2144,37.483505,33,8,40,Startup
100583-11F,113068-09,0,0,1,1,0,2242431.8,0,0,1,0,1,0,1,2017,-86.127258,42.823231,1,1,1,Generating revenue
100605-34F,112792-51,0,0,1,1,1,1529794.6,0,0,0,0,1,0,0,2016,-81.184036,28.542131,1,1,1,Out of business
100608-94F,87088-42,0,0,1,1,2,283230.28,0,0,0,0,1,0,0,2015,-97.896286,30.222008,4,2,3,Exit
100608-94F,125696-26,0,0,1,1,2,0,0,0,1,0,1,0,0,2015,-97.384239,32.73848,4,4,6,Startup
100611-64F,112780-54,0,0,1,.33333334,14,1130798.9,0,0,1,0,1,1,0,2017,-122.34675,47.63065,10,3,18,Generating revenue
100612-63F,112780-54,0,0,1,.33333334,14,1130798.9,0,0,1,0,1,1,0,2017,-122.34675,47.63065,10,3,18,Generating revenue
100618-93F,89248-51,0,0,1,1,0,1698643.1,0,0,0,0,1,0,0,2014,-81.411118,28.663914,2,2,2,Exit
100622-62F,61751-44,67,.24723247,0,0,7,300294.44,1,0,0,0,1,0,0,2016,-73.954987,40.812664,271,3,15,Generating revenue
100622-62F,165938-05,67,.24723247,1,0,7,6562.5649,0,0,.66666669,0,1,0,0,2016,-71.084427,42.370518,271,6,27,Generating revenue
100622-62F,164311-66,52,.26130652,1,1,1,22928.871,0,0,0,1,1,0,0,2015,-73.97718,40.78075,199,4,8,Generating revenue
100622-62F,152587-63,67,.24723247,1,0,15,6504.7959,1,0,1,0,1,0,0,2016,-71.084122,42.362297,271,5,45,Generating revenue
100630-09F,108659-71,36,.69230771,1,0,10,4126753.3,0,0,0,0,1,0,0,2016,-122.08787,37.380207,52,4,19,Generating revenue
100630-09F,153640-09,36,.64285713,1,1,8.5,4133232.5,0,0,.5,8.5,1,0,0,2017,-122.2144,37.483505,56,8,40,Startup
100642-78F,55706-95,0,0,1,1,5,874342.63,0,0,.33333334,0,1,0,0,2012,-84.428101,33.6367,9,6,24,Startup
100642-78F,59170-69,0,0,1,1,6,330368.78,0,0,1,0,1,0,0,2013,-91.149597,30.533199,10,2,9,Startup
100660-87F,168554-98,0,0,1,1,8,3876864,1,0,1,0,1,0,0,2018,-122.34675,47.63065,18,2,11,
100664-20F,108175-24,0,0,.5,.5,1.5,1755370.3,0,0,.5,1.5,0,1,0,2015,-80.376968,26.112366,2,2,2,Out of business
100670-77F,185932-63,0,0,1,1,3,18981.789,0,0,0,0,0,0,0,2018,-122.3957,37.789227,6,4,10,Exit
100725-40F,178784-92,0,0,1,.80000001,11,6504.7959,.60000002,0,.80000001,4,1,0,1,2017,-71.084122,42.362297,24,5,65,Startup
100725-40F,123873-04,1,.033333335,1,1,9.333333,8164.0674,.33333334,0,1,6.6666665,1,0,1,2018,-71.104309,42.364346,30,6,36,Startup
100757-44F,112064-23,0,0,1,1,3,3078598,0,0,.5,0,1,0,0,2015,-70.99968,42.209557,2,2,2,Exit
100757-98F,112064-23,0,0,1,1,3,3078598,0,0,.5,0,1,0,0,2015,-70.99968,42.209557,2,2,2,Exit
100765-27F,113119-75,0,0,1,.5,17,16187.663,1,0,1,0,1,1,1,2016,-122.28316,37.834724,102,26,142,Startup
100765-27F,108119-26,0,0,1,1,14.333333,2424074.3,0,0,.33333334,2.6666667,1,1,1,2016,-97.718788,30.265158,102,39,213,Profitable
100765-27F,109606-87,0,0,1,0,16,4141552.5,1,0,0,1,1,1,1,2016,-73.99337,40.7551,102,13,71,Generating revenue
100782-64F,99319-33,0,0,1,1,2,1300376.1,0,0,0,2,1,0,0,2017,-89.377274,43.078648,2,2,2,Generating revenue
100784-62F,99319-33,0,0,1,1,2,1300376.1,0,0,0,2,1,0,0,2017,-89.377274,43.078648,2,2,2,Generating revenue
100808-11F,114012-55,0,0,1,0,0,3965811,0,0,0,0,1,1,0,2014,-118.408,33.942501,1,1,1,Generating revenue
100830-43F,56107-90,0,0,1,1,1.3333334,0,0,0,1,.66666669,1,0,0,2015,-117.65866,33.500843,12,12,24,Exit
100839-07F,55906-57,0,0,1,1,1,2714172.3,0,0,1,3,1,0,0,2016,-120.65196,35.262547,7,6,12,Generating revenue
100846-00F,112768-57,25,.10121457,1,.75,4,3273688,0,0,.25,2,1,1,1,2015,-118.16329,34.137856,247,36,136,Generating revenue
100846-00F,104701-51,25,.10121457,1,1,3.5,3500905.8,0,0,.5,3.5,1,1,1,2015,-122.39577,37.766529,247,18,68,Generating revenue
100846-00F,113181-22,38,.13475177,1,0,5,543060.88,0,0,0,0,1,1,1,2016,-122.375,37.618999,282,20,66,Generating revenue
100846-00F,145067-68,38,.13475177,1,0,5,178618.31,0,0,0,0,1,1,1,2016,-117.12774,32.742893,282,20,66,Startup
100846-00F,169567-48,38,.13475177,1,0,5,3966814,0,0,.5,0,1,1,1,2016,-73.965286,40.694214,282,40,132,
100846-00F,164033-38,39,.13780919,1,0,6,1556635.6,0,0,1,0,1,1,1,2017,-122.12138,47.677471,283,8,73,Generating revenue
100846-00F,118655-20,39,.14079422,1,0,7,538764.19,1,0,1,0,1,1,1,2018,-122.36332,37.574936,277,4,150,Generating revenue
100871-38F,126672-49,207,.59654176,1,.5,17,5772.2271,1,0,1,1,1,0,0,2017,-122.13273,37.419388,347,6,42,Generating revenue
100871-38F,98502-49,195,.53867406,1,1,9,577763.81,0,0,0,0,1,0,0,2014,-122.7278,37.784828,362,27,157,Generating revenue
100872-01F,126672-49,207,.59654176,1,.5,17,5772.2271,1,0,1,1,1,0,0,2017,-122.13273,37.419388,347,6,42,Generating revenue
100872-01F,98502-49,195,.53867406,1,1,9,577763.81,0,0,0,0,1,0,0,2014,-122.7278,37.784828,362,27,157,Generating revenue
100891-00F,81727-12,0,0,.66666669,.33333334,3,6635.1387,.66666669,0,1,0,1,0,0,2014,-71.082336,42.34713,3,3,3,Generating revenue
100908-37F,63692-83,301,1.0415225,1,0,1.5,23014.059,0,0,0,2.5,1,0,0,2015,-122.27172,37.809425,289,18,28,Out of business
100908-37F,95876-83,301,1.0415225,1,.5,4,16476.551,0,0,0,0,1,0,0,2015,-122.39577,37.766529,289,18,28,Generating revenue
100908-37F,110391-40,301,1.0415225,1,1,4,36702.008,0,0,1,0,1,0,0,2015,-122.08787,37.380207,289,9,14,Generating revenue
100908-37F,229519-54,234,.89312977,1,1,7,543060.88,0,0,0,0,1,0,0,2018,-118.408,33.942501,262,1,18,Generating revenue
100908-37F,63553-51,239,1.0528635,.5,.5,15,1346139.8,.5,0,.5,0,1,0,0,2014,-118.408,33.942501,227,54,130,Generating revenue
100923-40F,85621-24,0,0,1,0,0,1546854.1,0,0,1,0,1,0,0,2015,-122.32253,47.63287,1,1,1,Generating revenue
100950-67F,113109-94,0,0,0,1,1,44640.219,0,0,0,0,0,0,0,2015,-94.713898,39.2976,2,2,2,Generating revenue
100951-12F,113990-77,0,0,1,1,3,573897.44,0,0,1,0,1,0,0,2017,-78.632629,35.844753,15,12,20,Generating revenue
100951-12F,151200-19,0,0,1,1,3.4000001,944258.56,0,0,.80000001,4,1,0,0,2017,-87.651138,41.875881,15,30,50,Generating revenue
100965-07F,83587-33,0,0,1,.5,0,33992.973,0,0,.5,0,1,1,0,2014,-84.436996,33.786804,2,2,2,Generating revenue
100967-77F,83587-33,0,0,1,.5,0,33992.973,0,0,.5,0,1,0,0,2014,-84.436996,33.786804,2,2,2,Generating revenue
100968-04F,101286-73,118,.48962656,.5,1,4,3658590.5,0,0,.5,0,1,1,0,2015,-77.635201,43.087612,241,20,38,Generating revenue
100972-00F,99452-17,134,.8874172,1,0,12,44384.172,0,0,1,0,1,0,1,2015,-121.96066,37.393242,151,5,16,Generating revenue
101003-05F,161996-50,0,0,0,1,10,11880.143,0,0,1,1,1,0,1,2017,-118.44527,34.045006,32,1,24,Generating revenue
101003-05F,168447-97,0,0,1,1,9,3966337.8,0,0,0,0,1,0,1,2018,-73.996529,40.750744,29,1,4,Generating revenue
101020-60F,158999-32,3,.028301887,1,1,11.5,0,0,0,0,5.5,0,0,1,2016,-122.375,37.618999,106,6,36,Generating revenue
101020-60F,53857-45,3,.055555556,1,1,11,5875.5698,0,0,1,0,0,0,1,2012,-71.073723,42.349621,54,9,16,Generating revenue
101020-60F,51466-51,3,.037037037,0,1,7,32124.607,1,0,1,6,0,0,1,2014,-71.374779,42.457199,81,16,52,Profitable
101020-60F,60674-05,3,.037037037,0,1,13,5875.5698,.33333334,0,.33333334,0,0,0,1,2014,-71.073723,42.349621,81,24,78,Generating revenue
101020-60F,101091-88,3,.028301887,1,1,15,4870.252,0,0,0,0,0,0,1,2016,-71.061012,42.349838,106,2,36,Generating revenue
101027-17F,158999-32,3,.028301887,1,1,11.5,0,0,0,0,5.5,0,1,1,2016,-122.375,37.618999,106,6,36,Generating revenue
101027-17F,53857-45,3,.055555556,1,1,11,5875.5698,0,0,1,0,0,1,1,2012,-71.073723,42.349621,54,9,16,Generating revenue
101027-17F,51466-51,3,.037037037,0,1,7,32124.607,1,0,1,6,0,1,1,2014,-71.374779,42.457199,81,16,52,Profitable
101027-17F,60674-05,3,.037037037,0,1,13,5875.5698,.33333334,0,.33333334,0,0,1,1,2014,-71.073723,42.349621,81,24,78,Generating revenue
101027-17F,101091-88,3,.028301887,1,1,15,4870.252,0,0,0,0,0,1,1,2016,-71.061012,42.349838,106,2,36,Generating revenue
101032-66F,115473-07,0,0,1,0,3,21138.734,1,0,0,0,1,0,0,2016,-74.005257,40.720665,23,2,10,Generating revenue
101047-24F,114095-26,0,0,1,1,2,0,0,0,1,0,1,0,0,2015,-93.249268,44.997665,4,2,4,Generating revenue
101051-02F,88555-06,0,0,1,.33333334,0,2649325,0,0,1,0,1,1,0,2015,-106.64792,35.083946,3,3,3,Generating revenue
101052-46F,88555-06,0,0,1,.33333334,0,2649325,0,0,1,0,1,0,0,2015,-106.64792,35.083946,3,3,3,Generating revenue
101058-85F,56544-31,0,0,.75,.75,8,4142380.8,0,0,1,0,1,0,0,2014,-73.989349,40.73251,24,12,40,Generating revenue
101076-13F,113990-77,0,0,1,1,3,573897.44,0,0,1,0,1,0,1,2017,-78.632629,35.844753,34,12,20,Generating revenue
101076-13F,151200-19,0,0,1,1,3.4000001,944258.56,0,0,.80000001,4,1,0,1,2017,-87.651138,41.875881,34,30,50,Generating revenue
101076-13F,56276-20,0,0,1,0,7,21819.908,0,0,.5,0,1,0,1,2014,-84.38472,33.830055,25,10,30,Generating revenue
101120-95F,43074-28,18,.25714287,1,0,8,1128538.9,.33333334,0,1,3,1,0,0,2010,-122.16858,47.611019,70,42,153,Profitable
101120-95F,59949-01,103,.64779872,1,1,13,0,1,0,1,0,1,0,0,2012,-122.18385,37.451687,159,17,66,Generating revenue
101120-95F,53992-72,103,.64779872,.5,1,13,41872.34,.5,0,.5,0,1,0,0,2012,-122.3957,37.789227,159,34,132,Generating revenue
101120-95F,54227-80,103,.64779872,1,0,7,10618.453,.5,0,1,6,1,0,0,2012,-122.24602,37.533539,159,34,132,Generating revenue
101120-95F,54889-39,103,.64779872,.75,.75,13,16252.475,.5,0,1,0,1,0,0,2012,-122.01796,37.388939,159,68,264,Startup
101120-95F,55557-73,103,.64779872,1,1,13,4990.9268,0,0,1,0,1,0,0,2012,-122.12749,37.449886,159,17,66,Out of business
101120-95F,53941-96,103,.64779872,1,1,13,2277435.8,0,0,1,0,1,0,0,2012,-96.11422,41.264954,159,17,66,Generating revenue
101120-95F,60076-81,137,.64622641,1,0,14,3063.9324,1,0,1,0,1,0,0,2013,-122.15071,37.443687,212,13,72,Out of business
101120-95F,124495-21,195,.78629035,1,0,10,4322926,0,0,1,0,1,0,0,2015,-121.88987,37.386311,248,4,26,Generating revenue
101120-95F,66210-40,195,.83333331,1,0,8,19494.227,0,0,1,0,1,0,0,2014,-122.40793,37.792679,234,6,26,Generating revenue
101120-95F,51300-82,18,.25714287,0,1,0,4140434,0,0,1,2,1,0,0,2010,-122.30266,37.539684,70,8,12,Generating revenue
101120-95F,56462-23,137,.64622641,0,.5,5,4143591,0,0,1,0,1,0,0,2013,-122.46167,37.799839,212,4,10,Exit
101120-95F,59112-55,137,.64622641,0,1,5,2633477.8,0,0,1,0,1,0,0,2013,-105.17365,40.156036,212,2,5,Exit
101120-95F,114381-19,195,.78629035,1,1,4,4446.665,0,0,0,0,1,0,0,2015,-122.2144,37.483505,248,3,12,Exit
101120-95F,56239-21,103,.64779872,1,1,2,30722.881,0,0,0,0,1,0,0,2012,-122.16605,37.397823,159,9,19,Generating revenue
101120-95F,56485-18,103,.64779872,1,0,2,16476.551,0,0,1,0,1,0,0,2012,-122.39577,37.766529,159,9,19,
101120-95F,57698-38,195,.78629035,1,1,5,20677.248,0,0,0,0,1,0,0,2015,-122.2144,37.483505,248,15,108,Generating revenue
101193-40F,120805-75,0,0,1,.33333334,0,497743.41,0,0,.66666669,1,1,0,0,2016,-90.254349,38.646202,11,12,15,Generating revenue
101193-40F,108705-25,0,0,1,1,2,2846510.5,0,0,0,0,1,0,0,2017,-122.41545,37.74873,14,5,10,Generating revenue
101193-40F,166749-40,0,0,1,1,2,2845136.8,0,0,0,0,1,0,0,2017,-122.41087,37.772327,14,5,10,Generating revenue
101193-40F,97061-32,0,0,1,1,2,1599594.6,0,0,1,0,1,0,0,2017,-97.771255,30.326374,14,5,10,Generating revenue
101195-47F,161996-50,27,.20149253,0,1,10,11880.143,0,0,1,1,0,0,0,2017,-118.44527,34.045006,134,1,24,Generating revenue
101195-47F,152054-02,16,.1300813,1,1,1,3521.2346,1,0,1,11,0,0,0,2018,-118.4922,34.014912,123,1,4,Generating revenue
101195-47F,107514-73,27,.20930232,0,1,7,21816.975,0,0,.5,0,0,0,0,2016,-74.000122,40.741013,129,6,72,Generating revenue
101197-27F,101071-99,0,0,1,0,1,2860056.5,.5,0,1,1,1,0,0,2015,-117.07054,32.998856,2,2,2,Generating revenue
101198-89F,101071-99,0,0,1,0,1,2860056.5,.5,0,1,1,1,0,1,2015,-117.07054,32.998856,2,2,2,Generating revenue
101202-22F,43058-89,1,.05882353,1,1,2,290453.16,1,0,.33333334,6,1,1,1,2008,-71.247711,42.393028,17,6,24,Generating revenue
101206-36F,180700-66,18,.48648649,0,1,8.25,52074.859,0,0,1,1.75,0,1,1,2018,-122.46167,37.799839,37,8,64,Generating revenue
101208-16F,180700-66,18,.48648649,0,1,8.25,52074.859,0,0,1,1.75,1,1,0,2018,-122.46167,37.799839,37,8,64,Generating revenue
101209-06F,180700-66,18,.48648649,0,1,8.25,52074.859,0,0,1,1.75,1,0,1,2018,-122.46167,37.799839,37,8,64,Generating revenue
101229-40F,85632-85,2690,8.7622147,1,1,4,26710.584,0,0,1,9,1,0,0,2017,-122.22289,37.827126,307,2,11,Generating revenue
101245-60F,156348-91,1,.07692308,1,1,11,90413.805,0,0,1,0,1,0,1,2016,-117.64093,33.615463,13,4,14,Generating revenue
101252-98F,163727-74,0,0,1,0,6,16476.551,.5,0,0,0,1,1,1,2016,-122.375,37.618999,74,16,90,Generating revenue
101252-98F,118050-76,0,0,1,.5,6,2848.5518,.5,0,.5,0,1,1,1,2016,-122.4019,37.791729,74,16,90,Generating revenue
101252-98F,160826-41,0,0,1,.33333334,6,0,0,0,0,0,1,1,1,2016,-122.39577,37.766529,74,24,135,Generating revenue
101266-03F,222246-46,0,0,1,1,14,5875.5698,.5,0,1,0,1,0,1,2017,-71.073723,42.349621,21,6,36,Generating revenue
101266-03F,169539-67,0,0,1,1,14,308082.53,.5,0,1,0,1,0,1,2017,-74.000122,40.741013,21,6,36,Generating revenue
101273-68F,56279-62,0,0,1,1,8,1146778.6,0,0,1,0,1,0,1,2008,-74.041183,40.699226,7,1,2,Generating revenue
101287-18F,115367-41,0,0,1,.5,11,4159407.8,0,0,1,4,1,1,1,2019,-73.7789,40.639801,7,2,14,Generating revenue
101328-76F,56002-96,36,1.8,0,1,4.5,1106949.9,0,0,0,4.5,1,0,0,2016,-104.90406,39.643639,20,4,6,Generating revenue
101339-56F,180669-25,9,.27272728,1,1,5,0,0,0,1,9,0,0,0,2018,-111.8158,40.625622,33,1,23,
101362-87F,94550-68,0,0,1,1,10.666667,43102.145,0,0,1,.33333334,1,0,0,2015,-111.89052,40.36665,16,15,24,Generating revenue
101364-58F,94550-68,0,0,1,1,10.666667,43102.145,0,0,1,.33333334,1,0,0,2015,-111.89052,40.36665,16,15,24,Generating revenue
101366-47F,94550-68,0,0,1,1,10.666667,43102.145,0,0,1,.33333334,1,0,0,2015,-111.89052,40.36665,16,15,24,Generating revenue
101443-96F,110498-23,21,.10294118,1,.80000001,7,4351856,0,0,.80000001,0,1,0,0,2015,-122.375,37.618999,204,80,395,Generating revenue
101443-96F,64424-17,21,.10294118,.66666669,1,7,5171.8359,0,0,.33333334,0,1,0,0,2015,-71.064949,42.37862,204,48,237,Not profitable
101444-41F,110498-23,21,.10294118,1,.80000001,7,4351856,0,0,.80000001,0,1,1,0,2015,-122.375,37.618999,204,80,395,Generating revenue
101444-41F,64424-17,21,.10294118,.66666669,1,7,5171.8359,0,0,.33333334,0,1,1,0,2015,-71.064949,42.37862,204,48,237,Not profitable
101445-13F,110498-23,21,.10294118,1,.80000001,7,4351856,0,0,.80000001,0,1,1,0,2015,-122.375,37.618999,204,80,395,Generating revenue
101445-13F,64424-17,21,.10294118,.66666669,1,7,5171.8359,0,0,.33333334,0,1,1,0,2015,-71.064949,42.37862,204,48,237,Not profitable
101464-93F,114370-39,0,0,0,1,1.3333334,4138986,0,0,1,1.3333334,0,0,0,2014,-73.987,40.717041,3,3,3,Generating revenue
101470-51F,114371-02,0,0,1,1,13,3885313.5,0,0,1,0,1,0,0,2015,-121.77536,37.255917,3,2,6,Generating revenue
101484-82F,114381-19,0,0,1,1,4,4446.665,0,0,0,0,1,1,1,2015,-122.2144,37.483505,13,3,12,Exit
101582-47F,64649-26,0,0,.5,.5,2,14859.046,0,0,.5,1,1,0,0,2015,-122.78441,45.406292,12,8,18,Generating revenue
101582-47F,121026-43,3,.073170729,.66666669,.66666669,5,14643.185,0,0,.33333334,0,1,0,0,2016,-122.69009,45.652256,41,6,33,Generating revenue
101582-47F,176763-34,3,.06666667,1,0,7,3208.8325,0,0,1,0,1,0,0,2018,-122.6458,45.51379,45,3,13,Generating revenue
101583-55F,162548-74,0,0,1,1,2,4124496.5,0,0,1,2,1,1,0,2018,-122.39577,37.766529,8,4,6,Generating revenue
101583-55F,169301-44,0,0,.5,0,4,4107641.3,0,0,.5,0,1,1,0,2018,-122.01796,37.388939,8,8,12,
101583-55F,182820-07,0,0,0,0,4,4125526.5,0,0,0,0,1,1,0,2018,-122.41087,37.772327,8,4,6,Startup
101587-96F,98979-85,0,0,1,1,0,0,0,0,0,0,1,0,1,2015,-77.030884,38.904461,2,2,2,Generating revenue
101588-41F,98979-85,0,0,1,1,0,0,0,0,0,0,1,0,0,2015,-77.030884,38.904461,2,2,2,Generating revenue
101601-10F,57982-51,1,.0059880242,1,1,16,1092385.3,.25,0,.5,0,1,0,0,2015,-122.32253,47.63287,167,64,236,Profitable
101601-10F,113119-75,1,.0054945056,1,.5,17,16187.663,1,0,1,0,1,0,0,2016,-122.28316,37.834724,182,26,142,Startup
101601-10F,108119-26,1,.0054945056,1,1,14.333333,2424074.3,0,0,.33333334,2.6666667,1,0,0,2016,-97.718788,30.265158,182,39,213,Profitable
101601-10F,109606-87,1,.0054945056,1,0,16,4141552.5,1,0,0,1,1,0,0,2016,-73.99337,40.7551,182,13,71,Generating revenue
101601-10F,152587-63,1,.0054945056,1,0,15,6504.7959,1,0,1,0,1,0,0,2016,-71.084122,42.362297,182,5,45,Generating revenue
101602-09F,57982-51,1,.0059880242,1,1,16,1092385.3,.25,0,.5,0,1,0,0,2015,-122.32253,47.63287,167,64,236,Profitable
101602-09F,113119-75,1,.0054945056,1,.5,17,16187.663,1,0,1,0,1,0,0,2016,-122.28316,37.834724,182,26,142,Startup
101602-09F,108119-26,1,.0054945056,1,1,14.333333,2424074.3,0,0,.33333334,2.6666667,1,0,0,2016,-97.718788,30.265158,182,39,213,Profitable
101602-09F,109606-87,1,.0054945056,1,0,16,4141552.5,1,0,0,1,1,0,0,2016,-73.99337,40.7551,182,13,71,Generating revenue
101602-09F,152587-63,1,.0054945056,1,0,15,6504.7959,1,0,1,0,1,0,0,2016,-71.084122,42.362297,182,5,45,Generating revenue
101603-71F,110137-96,1,.01923077,1,0,4,27777.803,0,0,1,9,1,0,0,2016,-122.15071,37.443687,52,2,16,Generating revenue
101603-71F,122302-27,1,.022222223,1,0,6,27777.803,0,0,0,0,1,0,0,2017,-122.15071,37.443687,45,2,17,Generating revenue
101639-80F,53939-08,0,0,1,.25,0,53669.887,0,0,.5,0,1,0,0,2002,-74.507233,40.505253,4,4,4,Out of business
101665-45F,104516-65,0,0,1,1,1,1639419.8,0,0,1,1,1,0,0,2018,-105.29673,40.020885,3,3,3,Generating revenue
101666-98F,104516-65,0,0,1,1,1,1639419.8,0,0,1,1,1,0,0,2018,-105.29673,40.020885,3,3,3,Generating revenue
101689-84F,56002-96,36,1.8,0,1,4.5,1106949.9,0,0,0,4.5,1,0,0,2016,-104.90406,39.643639,20,4,6,Generating revenue
101710-54F,51192-91,0,0,1,1,13,28687.594,0,0,1,4,1,0,0,2014,-122.42363,37.625908,18,15,30,Generating revenue
101711-17F,51192-91,0,0,1,1,13,28687.594,0,0,1,4,0,0,0,2014,-122.42363,37.625908,18,15,30,Generating revenue
101738-08F,114489-19,0,0,0,0,8,29805.896,0,0,1,0,1,0,0,2015,-75.532211,40.042957,9,6,15,Generating revenue
101738-89F,114489-19,0,0,0,0,8,29805.896,0,0,1,0,1,0,0,2015,-75.532211,40.042957,9,6,15,Generating revenue
