q326,q327,q328,q329,q330,q331,q332,q333,q334,q335,q336,q395,q396,q397,q398,q399,q400,q401,q402,q403,q404,q405,q406,q407,q408,F_GT_UGA,F_GT,F_UGA,F_ONLY
0,,Sports,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30309,0,1,0,0
5,2,First-person shooters,2,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30308,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Prefer not to answer,Prefer not to answer,Prefer not to answer,30324,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,Yes,No,$250k or more,30122,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,No,No,Prefer not to answer,30022,1,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,,1,1,0,0,0,0,1,0,Male,45-54,Some college,White,,,,,,,Yes,No,"$75k-$99,999",30290,0,0,1,0
1,1,Other,1,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,Yes,Yes,Prefer not to answer,30040,0,1,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30313,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
1,1,Fighting,1,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,,,,,,Other,,No,No,"$50k-$74,999",30309,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30189,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
1,1,Sports,2,1,1,0,0,0,1,0,Female,35-44,Bachelors degree,,,,Asian,,,,No,No,"$25k-$49,999",,0,0,1,0
4,1,Sports,4,4,0,0,0,0,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Some college,White,,,,,,,Yes,Yes,"$100k-$149,999",30043,1,0,0,0
0,,Other,1,5,1,0,0,1,1,0,Female,55-64,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30345,0,0,0,0
4,1,Sports,1,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,No,No,"$50k-$74,999",30087,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
0,,First-person shooters,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30338,0,0,1,0
3,1,Role playing game,3,1,1,0,0,1,1,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$50k-$74,999",,0,0,0,0
2,1,Sports,5,1,0,0,0,1,1,0,Male,45-54,Some college,White,,,,,,,Yes,No,"$100k-$149,999",30127,0,0,0,0
0,,Other,1,4,0,0,0,0,1,0,Female,25-34,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Yes,Yes,Prefer not to answer,30317,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
3,4,Multiplayer online battle arena (MOBA),1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,No,No,$250k or more,30309,0,0,0,1
3,0,Other,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30022,0,1,0,0
2,0,Real-time strategy,3,0,0,0,0,0,0,0,Male,45-54,Some college,White,,,,,,,Yes,Yes,$250k or more,30315,0,0,1,0
1,1,Role playing game,2,1,1,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,No,"$75k-$99,999",30030,0,1,0,0
0,,Other,4,4,0,0,0,0,1,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,No,$250k or more,30350,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
5,2,Real-time strategy,3,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30004,0,1,0,0
1,1,Real-time strategy,2,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30316,0,0,1,0
4,4,Role playing game,4,3,1,1,0,0,0,0,Male,25-34,Advanced or professional degree,,,,Asian,,,,No,No,"$100k-$149,999",30341,0,1,0,0
0,,,,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30308,0,1,0,0
1,0,Sports,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30345,0,0,0,1
3,1,Role playing game,4,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30329,0,1,0,0
0,,,1,,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,,0,1,0,0
1,0,Sports,5,1,1,0,0,0,0,0,Male,25-34,Some college,,Hispanic,,,,,,No,No,"$50k-$74,999",30080,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
5,2,First-person shooters,3,2,1,1,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$50k-$74,999",30642,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
1,0,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30062,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30030,0,0,0,0
4,1,Real-time strategy,2,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30307,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30317,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30084,0,0,0,0
6,2,Sports,4,3,1,1,0,0,1,0,Male,Under 25,Technical degree,White,,,,,,,No,No,$250k or more,30092,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30316,0,0,0,0
0,,Sports,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30350,0,0,0,1
4,1,Sports,4,5,1,1,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30338,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,Hispanic,,,,,,Yes,Yes,$250k or more,30004,0,1,0,0
3,3,Role playing game,3,1,1,1,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,No,No,"$50k-$74,999",30329,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,No,No,"$75k-$99,999",30309,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30338,0,0,1,0
6,4,Sports,3,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,Yes,Yes,"$75k-$99,999",30622,0,0,0,1
3,1,Role playing game,3,1,0,1,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30080,0,1,0,0
2,0,Real-time strategy,1,0,0,0,0,0,0,0,Male,45-54,Some college,White,,,,,,,No,No,"$100k-$149,999",30308,1,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30312,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30067,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,High school diploma,White,,,,,,,Yes,No,"$100k-$149,999",30052,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
3,0,Other,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,,0,0,0,0
3,1,Sports,3,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$100k-$149,999",30318,0,0,0,0
4,0,Other,3,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30075,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
4,0,Other,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30064,0,0,0,0
2,1,Racing,2,1,1,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",31024,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,High school diploma,White,,,,,,,Yes,No,$250k or more,30028,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,1,4,1,0,0,0,1,0,Female,55-64,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30141,0,0,0,1
5,1,Multiplayer online battle arena (MOBA),1,0,0,0,0,0,0,0,Female,45-54,Technical degree,White,,,,,,,No,Yes,"$100k-$149,999",30028,0,0,1,0
3,2,First-person shooters,2,2,1,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,Prefer not to answer,30519,1,0,0,0
2,1,Sports,2,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,No,No,"$75k-$99,999",30033,0,0,1,0
0,,Other,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,,,,Asian,,,,No,No,"$50k-$74,999",30047,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30345,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
4,1,First-person shooters,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",30324,0,0,0,1
4,,Other,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30318,0,0,0,1
3,4,Fighting,4,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,,,African American,,,,,No,No,"$75k-$99,999",30088,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
5,2,First-person shooters,2,1,0,0,0,0,0,1,Male,55-64,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30092,0,0,1,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,,0,0,1,0
1,1,Racing,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,Yes,No,"$25k-$49,999",30176,1,0,0,0
1,0,Sports,2,1,1,0,0,0,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30305,0,0,1,0
0,,Other,4,4,1,0,0,0,1,0,Female,45-54,Bachelors degree,White,,,,,,,No,Yes,"$150k-$249,999",30082,0,1,0,0
4,1,Sports,2,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,No,No,"$100k-$149,999",30033,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
4,1,Role playing game,3,0,0,0,0,0,0,0,Male,25-34,Some college,White,,,,,,,No,No,"$25k-$49,999",30605,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
5,2,Sports,3,2,1,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,No,Yes,Prefer not to answer,30080,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,White,,,,,,,No,No,"$50k-$74,999",30309,0,0,0,1
2,1,First-person shooters,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30030,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30075,0,1,0,0
1,0,Other,1,0,0,0,0,0,0,0,Male,Under 25,Advanced or professional degree,,,,,,Other,,No,No,Prefer not to answer,30519,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,Sports,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,,Hispanic,,,,,,Yes,No,"$150k-$249,999",31322,1,0,0,0
5,3,Role playing game,4,2,1,1,0,0,0,0,Male,Under 25,Some college,,Hispanic,,,,,,No,No,Less than $25k,,0,1,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,Prefer not to answer,Advanced or professional degree,White,,,,,,,Prefer not to answer,Prefer not to answer,Prefer not to answer,,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,,1,1,0,0,0,0,0,1,Male,55-64,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30312,1,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30097,0,0,1,0
2,1,Sports,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30180,1,0,0,0
4,1,Sports,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30076,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
1,1,Sports,4,2,0,1,0,0,0,0,Male,35-44,High school diploma,White,,,,,,,Yes,Yes,"$150k-$249,999",30009,0,0,0,0
0,,,5,0,0,0,0,0,0,0,Female,45-54,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",,0,0,0,0
1,0,Other,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30030,0,0,0,1
3,1,Role playing game,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30080,0,1,0,0
4,2,Other,5,2,0,1,0,0,0,1,Male,25-34,Advanced or professional degree,White,,,,,,,No,No,"$100k-$149,999",30309,0,0,1,0
2,0,Sports,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$75k-$99,999",30308,0,0,0,1
1,1,Sports,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,No,No,"$150k-$249,999",30068,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Female,25-34,Bachelors degree,White,,,,,,,No,No,Prefer not to answer,30188,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,Prefer not to answer,30360,0,1,0,0
0,,Sports,1,4,1,0,0,1,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30022,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30101,0,0,1,0
0,,,2,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",31088,0,0,0,1
1,1,Sports,2,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,No,No,"$100k-$149,999",30076,1,0,0,0
4,2,Sports,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
1,0,Sports,1,0,0,0,0,0,0,0,Male,Prefer not to answer,Advanced or professional degree,,,,,,,Exclusive / Prefer not to answer,No,No,"$25k-$49,999",30306,0,1,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,No,No,"$50k-$74,999",30308,0,0,0,1
0,,,4,6,1,0,0,1,1,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30030,0,0,0,1
5,1,Sports,5,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,"$25k-$49,999",30080,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,Prefer not to answer,30350,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30078,1,0,0,0
5,2,Real-time strategy,2,1,1,1,0,0,0,0,Male,25-34,High school diploma,White,,,,,,,No,No,"$25k-$49,999",30189,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
4,1,Sports,2,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$150k-$249,999",30306,0,0,0,0
5,1,Real-time strategy,5,4,0,1,0,0,0,1,Male,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30519,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30308,0,1,0,0
4,0,Other,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,"$100k-$149,999",30047,0,0,1,0
1,0,Other,1,1,0,0,0,0,1,0,Female,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30318,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,Under 25,Advanced or professional degree,,,,,,Other,,No,No,"$75k-$99,999",30307,0,0,0,0
6,4,Role playing game,5,4,0,1,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30338,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
1,0,Sports,5,3,0,1,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,No,Yes,$250k or more,30075,0,0,0,0
5,1,Real-time strategy,1,0,0,0,0,0,0,0,Male,45-54,Some college,White,Hispanic,,,,,,Yes,Yes,"$150k-$249,999",30269,0,0,0,0
3,2,Sports,2,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,No,No,"$100k-$149,999",30309,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,Under 25,Bachelors degree,White,,,,,,,No,No,"$50k-$74,999",30316,0,0,0,0
1,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
1,1,Role playing game,1,0,0,0,0,0,0,0,Prefer not to answer,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,30046,0,0,0,0
4,1,Sports,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30263,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,No,Yes,"$150k-$249,999",30062,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,Yes,Yes,Prefer not to answer,30040,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30121,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Female,35-44,Bachelors degree,White,,,,,,,No,No,"$100k-$149,999",30309,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
4,1,Other,4,2,1,1,0,0,0,0,Male,Under 25,Some college,White,,,,,,,No,No,"$100k-$149,999",30548,0,1,0,0
0,,,5,6,1,0,0,1,1,0,Male,45-54,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30601,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
,,,,,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,No,No,"$100k-$149,999",30307,0,0,0,1
4,1,Other,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30339,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,Yes,Yes,$250k or more,30309,0,0,1,0
5,2,Role playing game,2,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,No,No,"$50k-$74,999",30094,0,0,1,0
0,,,5,5,0,0,0,0,1,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,Prefer not to answer,30101,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
1,1,Other,1,0,0,0,0,0,0,0,Male,35-44,Some college,White,,,,,,,Yes,Yes,Prefer not to answer,30040,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,0
4,0,Other,1,0,0,0,0,0,0,0,Male,55-64,High school diploma,White,,,,,,,Yes,No,"$150k-$249,999",30022,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30079,0,0,0,0
0,,,,0,0,0,0,0,0,0,Male,55-64,Some college,White,,,,,,,Yes,No,$250k or more,30024,0,0,0,0
4,1,Sports,2,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30518,0,0,0,0
2,1,Sports,1,0,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30315,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,65+,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30307,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
4,2,Other,3,1,1,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
3,0,Other,1,0,0,0,0,0,0,0,Male,55-64,Bachelors degree,White,,,,,,,Yes,No,"$100k-$149,999",30047,0,0,0,1
4,1,Sports,4,3,1,0,0,0,1,0,Male,25-34,Bachelors degree,,Hispanic,,,,,,Yes,No,"$150k-$249,999",30309,0,1,0,0
1,1,Real-time strategy,4,4,0,0,0,0,0,0,Male,25-34,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,31046,0,0,1,0
3,1,Sports,2,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30030,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Male,65+,Advanced or professional degree,White,,,,,,,Yes,No,"$75k-$99,999",30179,0,0,0,1
0,,,1,0,0,0,0,0,0,0,Male,55-64,Advanced or professional degree,White,,,,,,,Yes,No,$250k or more,30075,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0,0
0,,,1,0,0,0,0,0,0,0,Female,25-34,Advanced or professional degree,White,,,,,,,Yes,No,"$75k-$99,999",30316,0,0,0,1
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
1,0,Sports,5,4,1,0,0,1,1,0,Prefer not to answer,Prefer not to answer,Prefer not to answer,,,,,,,Exclusive / Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,,0,0,1,0
5,3,Sports,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$100k-$149,999",30028,0,0,0,0
0,,,1,5,0,0,0,1,1,1,Male,45-54,Bachelors degree,White,,,,,,,No,No,"$150k-$249,999",30305,0,0,0,0
4,1,Sports,2,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30269,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Female,45-54,Advanced or professional degree,White,,,,,,,No,No,"$150k-$249,999",30339,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Female,Under 25,Advanced or professional degree,White,,,,,,,No,No,"$50k-$74,999",30324,0,0,0,0
0,,Other,1,0,0,0,0,0,0,0,Male,65+,Some college,White,,,,,,,No,No,"$75k-$99,999",30084,0,0,0,0
3,3,Role playing game,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,White,,,,,,,No,Yes,"$100k-$149,999",30519,0,0,0,0
0,,,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30004,0,0,0,0
4,1,Sports,2,1,1,1,0,0,0,0,Male,35-44,Bachelors degree,,,African American,,,,,Yes,Yes,"$100k-$149,999",30009,0,0,0,0
5,1,Other,1,0,0,0,0,0,0,0,Male,45-54,Advanced or professional degree,White,,,,,,,Yes,Yes,$250k or more,30116,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0
3,1,First-person shooters,3,0,0,0,0,0,0,0,Male,35-44,Technical degree,,,,,,,Exclusive / Prefer not to answer,No,No,"$75k-$99,999",30328,0,0,0,1
0,,Other,1,0,0,0,0,0,0,0,Male,25-34,Bachelors degree,White,,,,,,,Yes,Yes,"$150k-$249,999",30084,0,1,0,0
0,,Sports,1,0,0,0,0,0,0,0,Male,35-44,Advanced or professional degree,White,,,,,,,Yes,No,"$150k-$249,999",30305,0,0,1,0
,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,1,0
2,2,First-person shooters,1,0,0,0,0,0,0,0,Male,35-44,Bachelors degree,,,,,,,Exclusive / Prefer not to answer,Yes,No,"$150k-$249,999",30062,0,0,1,0
0,,Sports,1,0,0,0,0,0,0,0,Male,45-54,Some college,White,,,,,,,Yes,Yes,"$50k-$74,999",30047,0,0,0,1
